extuserid,classcode,category,pe_category,attempt_end_index,category_type,classType
std_n93n-28mr_1706511577052_68,n93n-28mr,L9,l9pe,3,L,normal
std_ifTj-7iuB_1706498936462_79,ifTj-7iuB,M4,m4pe,4,M,normal
std_LTI_xqzw-4CL3_1758451468837_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_LTI_odUn-Y4by_1758451232183_4,odUn-Y4by,L2,l2pe,4,L,LTI
std_LTI_46jN-dg3C_1758522436059_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_9uHT-7wvs_1732013424287_69,9uHT-7wvs,L9,l9pe,3,L,normal
std_wVR6-wf78_1732013622821_79,wVR6-wf78,M1,m1pe,4,M,normal
std_UeWx-JvwB_1706503064308_72,UeWx-JvwB,M2,m2pe,4,M,normal
std_jd4Y-8hi8_1732013931208_94,jd4Y-8hi8,M5,m5pe,4,M,normal
std_hyxg-U6fk_1706501792060_3,hyxg-U6fk,L1,l1pe,3,L,normal
std_LTI_rQA8-Zwxi_1758451154360_2,rQA8-Zwxi,L2,l2pe,4,L,LTI
std_F8RF-uky4_1706507934647_55,F8RF-uky4,L8,l8pe,4,L,normal
std_Ym97-JqxN_1732021524324_81,Ym97-JqxN,M2,m2pe,4,M,normal
std_UeWx-JvwB_1706503093599_72,UeWx-JvwB,M2,m2pe,4,M,normal
std_3dWw-K76k_1706514559985_70,3dWw-K76k,M1,m1pe,4,M,normal
std_m287-f6R2_1706514067207_42,m287-f6R2,L7,l7pe,3,L,normal
std_9MP8-YdC3_1706516570237_14,9MP8-YdC3,L1,l1pe,3,L,normal
std_W6Lo-4MLA_1706514819591_84,W6Lo-4MLA,M5,m5pe,4,M,normal
std_LTI_LWQm-A6wL_1758522624401_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_LTI_jU2H-W2Lo_1758522520578_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_8zwN-4nyD_1706516289745_4,8zwN-4nyD,L1,l1pe,3,L,normal
std_uAhj-ABQ3_1706508643993_93,uAhj-ABQ3,H3,h3pe,4,H,normal
std_vfj8-cFXZ_1732020133167_5,vfj8-cFXZ,H2,h2pe,4,H,normal
std_T392-Dz2T_1706517621631_73,T392-Dz2T,M2,m2pe,4,M,normal
std_LTI_sjVo-bitW_1758522580197_9,sjVo-bitW,H7,h7pe,3,H,LTI
std_LTI_Beyt-HwZr_1758522371590_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_ajPR-WKH2_1706499346093_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_2KEe-HFKQ_1732020108927_7,2KEe-HFKQ,H4,h4pe,4,H,normal
std_zn4m-bqnG_1706520974497_80,zn4m-bqnG,M4,m4pe,4,M,normal
std_dA4N-E6JY_1706498818533_69,dA4N-E6JY,M1,m1pe,4,M,normal
std_b24Y-onZe_1732020786442_42,b24Y-onZe,L3,l3pe,4,L,normal
std_LTI_ezF6-Ykv3_1758286575132_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_8P8z-Xruz_1706510963201_37,8P8z-Xruz,L7,l7pe,3,L,normal
std_Fkwj-N7e9_1706499528660_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_vPRU-YQ7L_1732021259458_68,vPRU-YQ7L,L9,l9pe,3,L,normal
std_7G93-984q_1706502030425_15,7G93-984q,L1,l1pe,3,L,normal
std_pkgY-8wzP_1706498813820_73,pkgY-8wzP,M2,m2pe,4,M,normal
std_avzL-p46h_1706508096267_63,avzL-p46h,L9,l9pe,3,L,normal
std_LTI_By42-wjgj_1758451611705_14,By42-wjgj,L2,l2pe,4,L,LTI
std_upLn-d262_1706510580772_14,upLn-d262,L1,l1pe,3,L,normal
std_LTI_Agw2-RzZr_1758451192672_1,Agw2-RzZr,L2,l2pe,4,L,LTI
std_LTI_yJXV-bT3d_1758451527788_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_LTI_7Tpj-sksu_1758451573226_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_C4yw-8oUy_1706502833899_62,C4yw-8oUy,L9,l9pe,3,L,normal
std_LTI_t69r-DQxd_1758451559187_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_hGEJ-9y7Y_1732021152063_62,hGEJ-9y7Y,L8,l8pe,4,L,normal
std_j2a6-2T2Q_1706501859445_4,j2a6-2T2Q,L1,l1pe,3,L,normal
std_QBqi-Z4Li_1706507204389_14,QBqi-Z4Li,L1,l1pe,3,L,normal
std_3X48-cuRK_1706511680025_71,3X48-cuRK,M2,m2pe,4,M,normal
std_6k47-8Y78_1732013312069_63,6k47-8Y78,L8,l8pe,4,L,normal
std_Fkwj-N7e9_1706499508903_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_LTI_eB4a-gE92_1758451675332_17,eB4a-gE92,L2,l2pe,4,L,LTI
std_A6pc-oAhA_1732012873581_42,A6pc-oAhA,L3,l3pe,4,L,normal
std_hUbR-vKVu_1706510587937_13,hUbR-vKVu,L1,l1pe,3,L,normal
std_nT67-34Ps_1706513501450_11,nT67-34Ps,L1,l1pe,3,L,normal
std_Mp8m-UP4y_1706510863368_30,Mp8m-UP4y,L3,l3pe,4,L,normal
std_LTI_odUn-Y4by_1758451242510_4,odUn-Y4by,L2,l2pe,4,L,LTI
std_NYg8-C4w7_1706507551213_33,NYg8-C4w7,L3,l3pe,4,L,normal
std_LTI_6cXB-r9pz_1758286402394_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_LTI_cd3j-McVo_1758451542162_8,cd3j-McVo,L2,l2pe,4,L,LTI
std_UXHJ-7LJ6_1706498780617_71,UXHJ-7LJ6,M2,m2pe,4,M,normal
std_Fkwj-N7e9_1706499441568_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_qVNP-37ng_1732020977814_54,qVNP-37ng,L7,l7pe,3,L,normal
std_JqP8-6T3K_1706502686646_52,JqP8-6T3K,L8,l8pe,4,L,normal
std_ajPR-WKH2_1706499343449_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_LTI_AU4L-6pc6_1758522591398_10,AU4L-6pc6,H7,h7pe,3,H,LTI
std_3Y74-Dhw4_1706503403263_85,3Y74-Dhw4,H1,h1pe,4,H,normal
std_LTI_yJXV-bT3d_1758451440705_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_FZAL-7R42_1732013361864_66,FZAL-7R42,L8,l8pe,4,L,normal
std_464Y-r939_1706502982176_68,464Y-r939,L9,l9pe,3,L,normal
std_rBwA-NUWu_1706498834267_72,rBwA-NUWu,M2,m2pe,4,M,normal
std_94GC-itkq_1706510562803_12,94GC-itkq,L1,l1pe,3,L,normal
std_LTI_cd3j-McVo_1758451371075_8,cd3j-McVo,L2,l2pe,4,L,LTI
std_Q7E6-BU49_1706503560035_94,Q7E6-BU49,H3,h3pe,4,H,normal
std_qVNP-37ng_1732020986121_54,qVNP-37ng,L7,l7pe,3,L,normal
std_nect-Qt98_1732012437757_21,nect-Qt98,L1,l1pe,3,L,normal
std_Ke3L-3sEA_1706511451568_61,Ke3L-3sEA,L9,l9pe,3,L,normal
std_LTI_yYD2-R7Kn_1758522527891_7,yYD2-R7Kn,H7,h7pe,3,H,LTI
std_F46i-fGY6_1706503294198_82,F46i-fGY6,M5,m5pe,4,M,normal
std_c6pH-VDJt_1706516363270_7,c6pH-VDJt,L1,l1pe,3,L,normal
std_n68P-V68F_1732012195386_8,n68P-V68F,L1,l1pe,3,L,normal
std_b9it-dD8A_1706497613527_7,b9it-dD8A,L1,l1pe,3,L,normal
std_CQXr-2n6b_1706510565217_10,CQXr-2n6b,L1,l1pe,3,L,normal
std_Nb9C-FxqM_1732013031968_49,Nb9C-FxqM,L7,l7pe,3,L,normal
std_ptGQ-Z7t3_1732012209440_9,ptGQ-Z7t3,L1,l1pe,3,L,normal
std_LTI_c6Q3-o7NU_1758451351081_5,c6Q3-o7NU,L2,l2pe,4,L,LTI
std_ic3L-zmTq_1732013465031_70,ic3L-zmTq,L9,l9pe,3,L,normal
std_X8ya-K6n6_1732012841160_40,X8ya-K6n6,L3,l3pe,4,L,normal
std_fgrf-UvCg_1706498387112_49,fgrf-UvCg,L8,l8pe,4,L,normal
std_o2zy-2aB4_1706510992394_38,o2zy-2aB4,L7,l7pe,3,L,normal
std_4Eh9-B89i_1706514209960_51,4Eh9-B89i,L8,l8pe,4,L,normal
std_ViKC-GXK9_1706508581371_91,ViKC-GXK9,H2,h2pe,4,H,normal
std_bE9e-kaTa_1706513400322_6,bE9e-kaTa,L1,l1pe,3,L,normal
std_LTI_Hxge-FW6a_1758451555450_16,Hxge-FW6a,L2,l2pe,4,L,LTI
std_LTI_jU2H-W2Lo_1758522512746_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_UDV6-n3L6_1732013256401_60,UDV6-n3L6,L8,l8pe,4,L,normal
std_LTI_t69r-DQxd_1758451401215_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_njJP-9E6L_1706514567582_69,njJP-9E6L,M1,m1pe,4,M,normal
std_yJ9F-QpQ7_1706511949354_82,yJ9F-QpQ7,M5,m5pe,4,M,normal
std_G9W6-cRLx_1706514388020_60,G9W6-cRLx,L9,l9pe,3,L,normal
std_n93n-28mr_1706511601770_68,n93n-28mr,L9,l9pe,3,L,normal
std_p6XN-CYtE_1732013328497_64,p6XN-CYtE,L8,l8pe,4,L,normal
std_sTWw-64K4_1706498481180_54,sTWw-64K4,L8,l8pe,4,L,normal
std_3KAB-cJ4L_1706498175490_37,3KAB-cJ4L,L7,l7pe,3,L,normal
std_LTI_t69r-DQxd_1758451427631_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_ifTj-7iuB_1706498950205_79,ifTj-7iuB,M4,m4pe,4,M,normal
std_LTI_Agw2-RzZr_1758451170750_1,Agw2-RzZr,L2,l2pe,4,L,LTI
std_7kW8-4Ey7_1706508196871_69,7kW8-4Ey7,M1,m1pe,4,M,normal
std_buMn-GWkg_1732020821837_46,buMn-GWkg,L7,l7pe,3,L,normal
std_7RMv-RdXp_1706507718581_44,7RMv-RdXp,L7,l7pe,3,L,normal
std_LTI_t69r-DQxd_1758451584852_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_LTI_w7x2-9xCp_1758452087223_32,w7x2-9xCp,M3,m3pe,4,M,LTI
std_Mf3M-czRm_1706520789381_73,Mf3M-czRm,M2,m2pe,4,M,normal
std_LTI_Qd29-XVP9_1758286396750_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_8VT6-zDEU_1706513458388_9,8VT6-zDEU,L1,l1pe,3,L,normal
std_9r4q-P2jf_1732012966413_45,9r4q-P2jf,L7,l7pe,3,L,normal
std_LTI_yYD2-R7Kn_1758522561875_7,yYD2-R7Kn,H7,h7pe,3,H,LTI
std_qkP4-Akdb_1732020138857_6,qkP4-Akdb,H3,h3pe,4,H,normal
std_LTI_ezF6-Ykv3_1758286584649_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_LTI_46jN-dg3C_1758522340504_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_buMn-GWkg_1732020801846_46,buMn-GWkg,L7,l7pe,3,L,normal
std_LTI_46jN-dg3C_1758522436059_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_ewt7-qy4R_1706511283171_53,ewt7-qy4R,L8,l8pe,4,L,normal
std_A934-jGt8_1732013072046_51,A934-jGt8,L7,l7pe,3,L,normal
std_Hg8s-4Wu7_1706510929491_32,Hg8s-4Wu7,L3,l3pe,4,L,normal
std_ajPR-WKH2_1706499441446_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_9tN2-ZPKW_1706507170108_13,9tN2-ZPKW,L1,l1pe,3,L,normal
std_4zgk-nyU7_1706503714989_100,4zgk-nyU7,H6,h6pe,4,H,normal
std_LTI_RA3N-Mrj7_1758286429813_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_eAQ8-Y3nM_1732021835137_96,eAQ8-Y3nM,M5,m5pe,4,M,normal
std_4h89-J39w_1706498534208_57,4h89-J39w,L8,l8pe,4,L,normal
std_J7CM-E2qb_1706503271558_83,J7CM-E2qb,M5,m5pe,4,M,normal
std_2WuU-BJCj_1706507534238_32,2WuU-BJCj,L3,l3pe,4,L,normal
std_WvGY-9nmy_1706517546183_70,WvGY-9nmy,M1,m1pe,4,M,normal
std_haKy-qpRK_1706503463530_97,haKy-qpRK,H4,h4pe,4,H,normal
std_THqu-euny_1732012966181_46,THqu-euny,L7,l7pe,3,L,normal
std_u48N-9B96_1706514441267_62,u48N-9B96,L9,l9pe,3,L,normal
std_sHNB-7LUh_1732013982179_97,sHNB-7LUh,M5,m5pe,4,M,normal
std_LTI_xRMY-DRq2_1758451237638_3,xRMY-DRq2,L2,l2pe,4,L,LTI
std_LTI_LWQm-A6wL_1758522624401_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_LTI_xRMY-DRq2_1758451340526_3,xRMY-DRq2,L2,l2pe,4,L,LTI
std_yoxg-Q6Wd_1706513956789_36,yoxg-Q6Wd,L7,l7pe,3,L,normal
std_qkP4-Akdb_1732020220883_6,qkP4-Akdb,H3,h3pe,4,H,normal
std_876u-Cy6H_1706499227481_91,876u-Cy6H,H2,h2pe,4,H,normal
std_ajPR-WKH2_1706499448486_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_KiTw-inwD_1706511543370_65,KiTw-inwD,L9,l9pe,3,L,normal
std_82V4-qYnv_1706513373102_5,82V4-qYnv,L1,l1pe,3,L,normal
std_tqH9-2FK3_1706501912357_6,tqH9-2FK3,L1,l1pe,3,L,normal
std_CbmH-Xq3f_1706513418988_7,CbmH-Xq3f,L1,l1pe,3,L,normal
std_zn4m-bqnG_1706520951321_80,zn4m-bqnG,M4,m4pe,4,M,normal
std_LTI_jU2H-W2Lo_1758522476645_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_T9t4-ELH7_1732012255269_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_LTI_yYD2-R7Kn_1758522486303_7,yYD2-R7Kn,H7,h7pe,3,H,LTI
std_X8ya-K6n6_1732012839065_40,X8ya-K6n6,L3,l3pe,4,L,normal
std_zuEc-6K2D_1706497698961_10,zuEc-6K2D,L1,l1pe,3,L,normal
std_D2Zh-w3D3_1732013240483_59,D2Zh-w3D3,L8,l8pe,4,L,normal
std_K7qY-CYXv_1706514047785_41,K7qY-CYXv,L7,l7pe,3,L,normal
std_yoxg-Q6Wd_1706513950804_36,yoxg-Q6Wd,L7,l7pe,3,L,normal
std_p8DF-mKhK_1706501919903_8,p8DF-mKhK,L1,l1pe,3,L,normal
std_B8Ks-F4Ut_1706498694701_64,B8Ks-F4Ut,L9,l9pe,3,L,normal
std_c6R7-g6kZ_1706511153029_48,c6R7-g6kZ,L7,l7pe,3,L,normal
std_sTWw-64K4_1706498497611_54,sTWw-64K4,L8,l8pe,4,L,normal
std_LTI_kCK3-C39V_1758286119005_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_LTI_7Tpj-sksu_1758451594473_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_Nb9C-FxqM_1732013037715_49,Nb9C-FxqM,L7,l7pe,3,L,normal
std_X8ya-K6n6_1732012850650_40,X8ya-K6n6,L3,l3pe,4,L,normal
std_haKy-qpRK_1706503518446_97,haKy-qpRK,H4,h4pe,4,H,normal
std_7q3s-GhPj_1706507704537_42,7q3s-GhPj,L7,l7pe,3,L,normal
std_LTI_GkZT-uv39_1758451477616_13,GkZT-uv39,L2,l2pe,4,L,LTI
std_NYMh-BMwp_1732012990944_48,NYMh-BMwp,L7,l7pe,3,L,normal
std_jzwE-4jRk_1706510918672_34,jzwE-4jRk,L7,l7pe,3,L,normal
std_oZ4C-EMr7_1732021354674_72,oZ4C-EMr7,L9,l9pe,3,L,normal
std_LTI_t69r-DQxd_1758451438347_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_wu9m-87cF_1706503584220_96,wu9m-87cF,H3,h3pe,4,H,normal
std_xrYb-2B2t_1706501791106_1,xrYb-2B2t,L1,l1pe,3,L,normal
std_LTI_8s8L-NU9J_1758452089528_29,8s8L-NU9J,M3,m3pe,4,M,LTI
std_LTI_ezF6-Ykv3_1758286599092_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_J7CM-E2qb_1706503419578_83,J7CM-E2qb,M5,m5pe,4,M,normal
std_nect-Qt98_1732012446823_21,nect-Qt98,L1,l1pe,3,L,normal
std_kUH9-R96N_1732013529324_74,kUH9-R96N,L9,l9pe,3,L,normal
std_hGEJ-9y7Y_1732021131960_62,hGEJ-9y7Y,L8,l8pe,4,L,normal
std_LTI_t69r-DQxd_1758451548223_9,t69r-DQxd,L2,l2pe,4,L,LTI
std_apQ4-EgJb_1706514207205_49,apQ4-EgJb,L8,l8pe,4,L,normal
std_LTI_ZNrt-ZJ7w_1758451710950_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_Af42-Z7JC_1732021559573_82,Af42-Z7JC,M2,m2pe,4,M,normal
std_Y7t2-PRMX_1706508050873_61,Y7t2-PRMX,L9,l9pe,3,L,normal
std_3R8H-BG78_1732013602769_77,3R8H-BG78,L9,l9pe,3,L,normal
std_B8Ks-F4Ut_1706498639477_64,B8Ks-F4Ut,L9,l9pe,3,L,normal
std_6bUs-wYGU_1732013492739_73,6bUs-wYGU,L9,l9pe,3,L,normal
std_69x6-394i_1732012843451_39,69x6-394i,L3,l3pe,4,L,normal
std_RL2o-A8i8_1706499159049_92,RL2o-A8i8,H3,h3pe,4,H,normal
std_LTI_cZF2-TV3s_1758286604328_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_zAXt-zR2q_1706498367015_48,zAXt-zR2q,L7,l7pe,3,L,normal
std_6s3x-3X38_1706511134104_44,6s3x-3X38,L7,l7pe,3,L,normal
std_LTI_kCK3-C39V_1758286145055_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_LTI_ob4E-2N49_1758286533905_8,ob4E-2N49,M3,m3pe,4,M,LTI
std_LTI_ZNrt-ZJ7w_1758451700381_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_D2Zh-w3D3_1732013231057_59,D2Zh-w3D3,L8,l8pe,4,L,normal
std_xrYb-2B2t_1706501760262_1,xrYb-2B2t,L1,l1pe,3,L,normal
std_AbPJ-q7Hb_1732020328085_20,AbPJ-q7Hb,L1,l1pe,3,L,normal
std_J7CM-E2qb_1706503492267_83,J7CM-E2qb,M5,m5pe,4,M,normal
std_fdDu-qdj7_1706514612312_73,fdDu-qdj7,M2,m2pe,4,M,normal
std_LTI_yJXV-bT3d_1758451470754_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_LTI_jU2H-W2Lo_1758522578589_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_B9Nr-6LZA_1706507612779_37,B9Nr-6LZA,L7,l7pe,3,L,normal
std_3Me7-saF7_1732013590104_78,3Me7-saF7,M1,m1pe,4,M,normal
std_LTI_rQA8-Zwxi_1758451288569_2,rQA8-Zwxi,L2,l2pe,4,L,LTI
std_scVn-8C2h_1706507878534_51,scVn-8C2h,L8,l8pe,4,L,normal
std_F9k7-xkW3_1706499233235_87,F9k7-xkW3,H1,h1pe,4,H,normal
std_ewt7-qy4R_1706511275411_53,ewt7-qy4R,L8,l8pe,4,L,normal
std_LTI_Qd29-XVP9_1758286337280_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_hLpm-NcjK_1706502437278_39,hLpm-NcjK,L7,l7pe,3,L,normal
std_bi6i-6VnE_1706516792662_29,bi6i-6VnE,L3,l3pe,4,L,normal
std_sTWw-64K4_1706498489286_54,sTWw-64K4,L8,l8pe,4,L,normal
std_FfAi-2K8p_1732020153114_9,FfAi-2K8p,L1,l1pe,3,L,normal
std_LTI_bKW9-e3Dz_1758522478434_6,bKW9-e3Dz,H7,h7pe,3,H,LTI
std_zAXt-zR2q_1706498347482_48,zAXt-zR2q,L7,l7pe,3,L,normal
std_b24Y-onZe_1732020806822_42,b24Y-onZe,L3,l3pe,4,L,normal
std_Lp3B-2gX2_1706514453453_63,Lp3B-2gX2,L9,l9pe,3,L,normal
std_bYK9-LjaY_1706510579902_15,bYK9-LjaY,L1,l1pe,3,L,normal
std_9T3M-a247_1732014024976_98,9T3M-a247,M5,m5pe,4,M,normal
std_n82e-EABa_1706512001553_81,n82e-EABa,M5,m5pe,4,M,normal
std_n6MG-pT9x_1706502927471_63,n6MG-pT9x,L9,l9pe,3,L,normal
std_T392-Dz2T_1706517581301_73,T392-Dz2T,M2,m2pe,4,M,normal
std_b67x-672F_1706508072042_62,b67x-672F,L9,l9pe,3,L,normal
std_LTI_Ps7P-CA82_1758451743406_22,Ps7P-CA82,L2,l2pe,4,L,LTI
std_Vo38-7p4n_1706501962865_14,Vo38-7p4n,L1,l1pe,3,L,normal
std_LTI_4QjU-6468_1758286460251_5,4QjU-6468,L2,l2pe,4,L,LTI
std_RcaK-HUEv_1732021457760_77,RcaK-HUEv,L9,l9pe,3,L,normal
std_LTI_RA3N-Mrj7_1758286329899_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_xrYb-2B2t_1706501782514_1,xrYb-2B2t,L1,l1pe,3,L,normal
std_6k47-8Y78_1732013307943_63,6k47-8Y78,L8,l8pe,4,L,normal
std_LTI_7Tpj-sksu_1758451558452_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_GJ2u-6j2z_1706498470474_55,GJ2u-6j2z,L8,l8pe,4,L,normal
std_8P8z-Xruz_1706510957098_37,8P8z-Xruz,L7,l7pe,3,L,normal
std_Fkwj-N7e9_1706499508903_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_6ZDe-AQfK_1706514379420_59,6ZDe-AQfK,L9,l9pe,3,L,normal
std_msiA-2sRW_1732021011447_55,msiA-2sRW,L7,l7pe,3,L,normal
std_T9t4-ELH7_1732012262097_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_Y3p4-qkh3_1732021526826_78,Y3p4-qkh3,M1,m1pe,4,M,normal
std_646K-UEow_1706499245642_93,646K-UEow,H3,h3pe,4,H,normal
std_na2k-mX98_1706513848380_30,na2k-mX98,L3,l3pe,4,L,normal
std_LTI_36t7-FaWB_1758451735544_21,36t7-FaWB,L2,l2pe,4,L,LTI
std_tsPE-ZxtQ_1732020863766_47,tsPE-ZxtQ,L7,l7pe,3,L,normal
std_t9L8-W4cX_1706510866794_29,t9L8-W4cX,L3,l3pe,4,L,normal
std_8ayJ-89he_1706502397605_36,8ayJ-89he,L7,l7pe,3,L,normal
std_B86v-2pao_1706516381625_8,B86v-2pao,L1,l1pe,3,L,normal
std_enUv-dH74_1706520693958_69,enUv-dH74,M1,m1pe,4,M,normal
std_bdsB-Huc4_1706498051785_31,bdsB-Huc4,L3,l3pe,4,L,normal
std_ajPR-WKH2_1706499394867_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_HJgp-fV7U_1706511648537_73,HJgp-fV7U,M2,m2pe,4,M,normal
std_LTI_eB4a-gE92_1758451710336_17,eB4a-gE92,L2,l2pe,4,L,LTI
std_CDBG-3Ddy_1732013030622_50,CDBG-3Ddy,L7,l7pe,3,L,normal
std_F9k7-xkW3_1706499233235_87,F9k7-xkW3,H1,h1pe,4,H,normal
std_LTI_b437-F2hD_1758451355005_6,b437-F2hD,L2,l2pe,4,L,LTI
std_A7R3-abav_1732021145558_61,A7R3-abav,L8,l8pe,4,L,normal
std_kUH9-R96N_1732013534938_74,kUH9-R96N,L9,l9pe,3,L,normal
std_e64n-Cc49_1706507777488_45,e64n-Cc49,L7,l7pe,3,L,normal
std_LTI_yJXV-bT3d_1758451497183_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_2Caf-78cV_1706507588396_36,2Caf-78cV,L7,l7pe,3,L,normal
std_9cMC-xGsd_1706514790442_83,9cMC-xGsd,M5,m5pe,4,M,normal
std_4xe4-PW98_1706511469076_63,4xe4-PW98,L9,l9pe,3,L,normal
std_T9t4-ELH7_1732012236624_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_9wMf-xJtK_1706502861880_61,9wMf-xJtK,L9,l9pe,3,L,normal
std_V6xb-kb6o_1706497545811_2,V6xb-kb6o,L1,l1pe,3,L,normal
std_9MP8-YdC3_1706516489139_14,9MP8-YdC3,L1,l1pe,3,L,normal
std_c82f-gikt_1732020129108_10,c82f-gikt,L1,l1pe,3,L,normal
std_DaCg-HVKV_1732020098368_8,DaCg-HVKV,L1,l1pe,3,L,normal
std_n6MG-pT9x_1706502864095_63,n6MG-pT9x,L9,l9pe,3,L,normal
std_yhvj-ZpET_1706514307614_55,yhvj-ZpET,L8,l8pe,4,L,normal
std_LTI_Beyt-HwZr_1758522438413_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_LTI_8s8L-NU9J_1758452084310_29,8s8L-NU9J,M3,m3pe,4,M,LTI
std_Kp7P-Uqxm_1732012480476_22,Kp7P-Uqxm,L1,l1pe,3,L,normal
std_m7wr-qtM3_1732021022378_57,m7wr-qtM3,L7,l7pe,3,L,normal
std_i6hT-K8VF_1706506995272_3,i6hT-K8VF,L1,l1pe,3,L,normal
std_7Yex-7C6e_1706511787636_80,7Yex-7C6e,M4,m4pe,4,M,normal
std_LTI_RaL9-a3Bu_1758451689089_18,RaL9-a3Bu,L2,l2pe,4,L,LTI
std_LTI_b437-F2hD_1758451485444_6,b437-F2hD,L2,l2pe,4,L,LTI
std_L9Xr-p67d_1706511099620_42,L9Xr-p67d,L7,l7pe,3,L,normal
std_Y7t2-PRMX_1706508049074_61,Y7t2-PRMX,L9,l9pe,3,L,normal
std_kNF8-tJR6_1732021268779_66,kNF8-tJR6,L8,l8pe,4,L,normal
std_THqu-euny_1732012970463_46,THqu-euny,L7,l7pe,3,L,normal
std_LTI_b437-F2hD_1758451365899_6,b437-F2hD,L2,l2pe,4,L,LTI
std_9CMc-TP23_1706511357285_58,9CMc-TP23,L8,l8pe,4,L,normal
std_8VT6-zDEU_1706513446177_9,8VT6-zDEU,L1,l1pe,3,L,normal
std_3dEg-HU2C_1732012421293_20,3dEg-HU2C,L1,l1pe,3,L,normal
std_LTI_6237-3ib2_1758522446817_3,6237-3ib2,H5,h5pe,4,H,LTI
std_upZP-c9TC_1706502502490_42,upZP-c9TC,L7,l7pe,3,L,normal
std_N8Vm-Tc8r_1706513337425_2,N8Vm-Tc8r,L1,l1pe,3,L,normal
std_s2m4-n8Ty_1706510408001_6,s2m4-n8Ty,L1,l1pe,3,L,normal
std_WaAb-sKTL_1706498498952_53,WaAb-sKTL,L8,l8pe,4,L,normal
std_VwnD-p8Zy_1732012924999_43,VwnD-p8Zy,L7,l7pe,3,L,normal
std_j7xD-uLjU_1706510337584_3,j7xD-uLjU,L1,l1pe,3,L,normal
std_DkgB-ZbuC_1706507123524_10,DkgB-ZbuC,L1,l1pe,3,L,normal
std_3Ud7-d8rP_1706508392280_80,3Ud7-d8rP,M4,m4pe,4,M,normal
std_GJ2u-6j2z_1706498520852_55,GJ2u-6j2z,L8,l8pe,4,L,normal
std_68gp-xqon_1732012325155_15,68gp-xqon,L1,l1pe,3,L,normal
std_LTI_ZNrt-ZJ7w_1758451617883_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_fQPa-H8GB_1706511145095_45,fQPa-H8GB,L7,l7pe,3,L,normal
std_LTI_ob4E-2N49_1758286591343_8,ob4E-2N49,M3,m3pe,4,M,LTI
std_ZAmD-R27e_1706511570720_69,ZAmD-R27e,M1,m1pe,4,M,normal
std_APZp-apNP_1732013694055_82,APZp-apNP,M2,m2pe,4,M,normal
std_LTI_6XUi-P6Ca_1758522579843_8,6XUi-P6Ca,H7,h7pe,3,H,LTI
std_cMK7-83Ji_1732021837194_91,cMK7-83Ji,M4,m4pe,4,M,normal
