extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1735629113022_19,q2px-E892,0fbf8c27-682b-4fa2-8b30-7db1f8df5c06,79341aae-4564-4e9b-b69f-024a68f728b5,tch_L3_20241219-101523_5,L3,L
s42_1736224867563_31,FCuH-7ciL,ce3469b5-7753-4388-b877-1004de87b72e,9d5820be-5022-47a9-bce6-db6f9f8e32bc,tch_L1_20241211-111527_1,L1,L
s42_1735809821287_8,UsVv-JDHA,a5310ff6-cc42-48ee-84d9-cc909edcfa6b,1c50dac2-b023-4db2-82a0-6b6a4b2fee07,tch_M5_20241114-152217_12,M5,M
s42_1736227372214_12,8m4Z-FE4i,dec012df-fa06-43ab-986a-207293e1e546,9456bc02-0f32-46d6-bfcd-2b2870116f91,tch_L2_20241114-134749_4,L2,L
s42_1735630791810_56,HT62-B4sB,dd785555-c920-44e1-9fb9-1ac64bc9b0e8,096296c8-b0fa-441f-ac66-354b8d0797b6,tch_L7_20241220-102523_7,L7,L
s42_1735799965610_29,y4VP-b2Bf,71a803b5-ea72-42e9-91f3-e978a73e7a3d,c27761d4-14b9-4b4d-a47c-5e3ed3d70689,tch_L9_20241220-104739_9,L9,L
s42_1735799055318_11,PcDc-rwNA,aec42b4b-a5a4-4026-94da-243e7ced920c,32a3a075-5114-4c0a-988f-e3984cea0341,tch_L9_20241118-095649_9,L9,L
s42_1735808543156_25,s278-Uurh,68409e87-94d5-4851-9c4b-9984c1e11495,65a36d7e-4ca6-4fe6-8af1-acfcee5f37e3,tch_M3_20241219-124752_11,M3,M
s42_1735630823925_59,6H4x-KJML,24357161-fee3-40b1-aaaa-d3a39742cabe,cd77384f-7240-487a-8b04-9d6e34caa275,tch_L7_20241220-112940_6,L7,L
s42_1735630828851_58,9vR9-Nxs4,e2fe4d76-dc6b-4aa3-a0c3-487c986ee9ca,4ccee96a-82c1-4f7d-847a-916ac1c7b749,tch_L7_20241220-104739_7,L7,L
s42_1735629734629_5,NgGv-uAx8,125dbd49-21cd-41a4-a479-cf5db9e39b7d,98bd7d9d-8757-4336-9f93-7d36c1e62fd4,tch_L7_20241114-112810_6,L7,L
s42_1735630871128_58,9vR9-Nxs4,e2fe4d76-dc6b-4aa3-a0c3-487c986ee9ca,4dc4d8e4-ce68-4394-a5cd-5fb20c33878e,tch_L7_20241220-104739_7,L7,L
s42_1736224973393_31,FCuH-7ciL,ce3469b5-7753-4388-b877-1004de87b72e,88980b3e-b292-4930-9c7b-2edcd240aa48,tch_L1_20241211-111527_1,L1,L
s42_1735807634039_7,N6xE-QqUx,a7bf3ea9-ffe6-4b07-a975-30dcbb09a194,836d6305-ea5c-427c-8006-8883a66fe44b,tch_M3_20241114-143802_11,M3,M
s42_1736228919997_6,VcZX-FEXm,4bfce7b6-e871-4798-b50e-c27886e05b9d,665da9f4-32df-4eeb-9219-5e61c5469779,tch_H1_20241114-134749_13,H1,H
s42_1735802244263_6,uLJD-62QY,1e0c6499-8ae4-4fe8-9dbb-4e824778fb5b,364ea21c-d9a5-4590-937b-e5e285c44ff5,tch_M2_20241114-134749_10,M2,M
s42_1735629855057_6,JQzG-t62B,5584ce24-13a2-4e94-8754-fa2b0738d5f2,181ae385-592a-4158-9026-95e3e5029779,tch_L7_20241114-112810_7,L7,L
s42_1736229515136_23,8wW7-aU23,21580b6b-fee8-42e3-91c8-4f56dfb0c2f5,f45accae-20cd-450a-99f9-feeeb2f9be40,tch_H1_20241219-114559_13,H1,H
s42_1735792507612_13,2T78-Pc7E,d94a73fe-905e-45d6-96b8-53d8952cdc23,599e583b-82f3-42d1-b82a-5af1ff1e7651,tch_L8_20241119-123357_8,L8,L
s42_1735799223732_14,Xe32-qjCY,8ef2f046-87b1-432e-98bb-cf0253585ac4,e95c5228-d4b3-4bdb-98c0-1158d2ab282c,tch_L9_20241119-125944_9,L9,L
s42_1735808199229_20,PY4L-Dtj6,98f8930e-2417-4b67-89c3-c2411b2cfe9f,91c3055c-8515-423c-825f-640d33871248,tch_M3_20241219-105858_11,M3,M
s42_1736229776388_30,UW4c-H6U2,d9fff553-bc10-471b-83a8-695a02e15824,d9138c60-35fd-43c5-9af0-88796bc0c145,tch_H1_20241220-112940_13,H1,H
s42_1735810328861_17,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,d01e2fdc-183d-4d6d-bb36-17a408578139,tch_M5_20241211-114436_12,M5,M
s42_1736227924956_41,Q8qN-WVbf,d2cc8989-488e-42fa-b207-af8d25988137,60972b70-6561-40a9-8444-e900b2ea9671,tch_L2_20241219-111930_3,L2,L
s42_1736228133802_52,7eDo-reo2,a3d3cdb6-2952-4a9c-872e-23c9aedfb985,99ba76cc-de0a-4853-8b10-e3c5a2f7b500,tch_L2_20241219-130914_4,L2,L
s42_1736229354065_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,727d8060-7a9e-4d5a-9a59-77930a41ebb6,tch_H1_20241211-114436_13,H1,H
s42_1735802925335_20,PLJa-9ec6,66d0f762-5068-40e4-888e-70fbc2a9714a,0abd11a0-e9dd-4ebd-bde3-a379afb0d987,tch_M2_20241219-105858_10,M2,M
s42_1735802153675_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,8fe0f47b-8b81-4e21-bba9-33ea38da9b82,tch_M2_20241114-122355_10,M2,M
s42_1735628740627_1,fpif-9q27,daafeae4-08c0-4523-acd1-ef7a88a9364c,b3c72ae5-ac03-4bdb-be59-e62309a99244,tch_L3_20241114-102050_5,L3,L
s42_1736228782453_4,R96w-9Bm3,17fdace6-7866-4a4d-9852-609e3292159c,a406ae15-d745-4376-977b-e11d3654570e,tch_H1_20241114-122355_13,H1,H
s42_1736228969584_8,QrF9-g23F,e3d7585a-7d40-4752-9e56-eab465f39a85,8c78547d-8067-4186-b6dd-3ee3546c85af,tch_H1_20241114-152217_13,H1,H
s42_1736229112359_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,d661405d-090a-4010-8130-7f8b1e22852c,tch_H1_20241118-095649_13,H1,H
s42_1736224955270_34,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,676c94bc-a6dc-4b84-8526-e4eb3a4fbe2b,tch_L1_20241211-114436_1,L1,L
s42_1735810701919_24,w7Nx-Ru96,b876f5f0-22c6-4291-b0aa-2e617ead8ebf,763e625c-f2a2-49a7-83cb-949d946cc5e3,tch_M5_20241219-122125_12,M5,M
s42_1735628993393_14,cUm9-By36,158ee4da-3706-425e-bdf8-fa6b8ac69256,c9071893-abb3-4593-b62f-c33ab2f34908,tch_L3_20241119-125944_5,L3,L
s42_1735629853325_10,7Wim-xY9p,63801d42-efe6-437c-b316-8b21945069a4,0333d0c4-e5b6-4af3-9cdb-51c481e6abda,tch_L7_20241114-124601_7,L7,L
s42_1735809887430_9,Q6E3-eT8z,1309a9b5-7f38-45ef-b7c2-c485597414dd,0fd96c30-0d0f-44cc-811f-2eb3a44a2b4b,tch_M5_20241114-154555_12,M5,M
s42_1735810342583_18,24rT-XQaK,e439c89a-99a3-481f-b8af-02e0cdfd7aff,c19d39c3-5930-42d5-81ef-1b8527f48acf,tch_M5_20241211-123805_12,M5,M
s42_1735803413730_30,cp23-8m7e,a1299fe6-f3f7-4e97-8605-5836044873c8,1a93f20f-b41b-49f2-b922-0ba35bd72750,tch_M2_20241220-112940_10,M2,M
s42_1736227724262_28,r4e9-3qUb,7ea3de25-4fc7-4b43-bd11-b5cddc55b995,66ba0226-7353-480a-9dbf-88583778e358,tch_L2_20241119-125944_3,L2,L
s42_1736227797475_34,u7KX-73nU,19c901a1-3270-4973-84a4-9b0300a2d7c0,8a596f86-d5a2-4e85-875f-2f7073c1c440,tch_L2_20241211-114436_4,L2,L
s42_1736228174901_52,7eDo-reo2,a3d3cdb6-2952-4a9c-872e-23c9aedfb985,f7d3a367-1f48-4cd3-bbe2-1e8b2233adcd,tch_L2_20241219-130914_4,L2,L
s42_1735802742088_15,vF8B-G3U3,1baad59c-5824-499f-9afe-d5002d3a6868,cdedeaad-e852-4d8a-b04b-279b8ce9401a,tch_M2_20241211-104452_10,M2,M
s42_1735810709409_24,w7Nx-Ru96,b876f5f0-22c6-4291-b0aa-2e617ead8ebf,8475dffe-f6ad-4a1d-95eb-064ac16c4cf6,tch_M5_20241219-122125_12,M5,M
s42_1735798940118_9,987k-oLky,40315bf9-3fa8-4190-b64a-f6e4040a6f22,d90a832d-613c-4961-9652-2114f30e3aad,tch_L9_20241114-154555_9,L9,L
s42_1735808630195_27,Kn4J-s9fa,a8585bc3-4706-454d-a37e-9b4daa9a5235,5ffaacf1-eeda-4ca5-a574-c468acd768b7,tch_M3_20241220-095811_11,M3,M
s42_1735802145110_3,HnfR-d93z,259c4068-bc41-4a0a-ab3e-5e8d26d8d03e,a5dd6885-e91f-4546-a7d7-80d2c5c6e32b,tch_M2_20241114-112810_10,M2,M
s42_1736224959277_33,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,12352894-fabd-4f53-b4d2-b51cd7dea5e5,tch_L1_20241211-114436_2,L1,L
s42_1735802651344_15,vF8B-G3U3,1baad59c-5824-499f-9afe-d5002d3a6868,c99ebb55-f212-467d-860e-83b605aff9fa,tch_M2_20241211-104452_10,M2,M
s42_1735630289601_30,Nnkm-rzLp,c0f74896-1433-44d5-8432-1d540b44799f,9602ee3f-6e2d-4ccf-b6d1-8c28d985de69,tch_L7_20241211-104452_6,L7,L
s42_1736228254737_57,6Lys-Ljb8,7d4a3e76-9afa-4769-8aad-604705c35efa,bb35fe47-68ca-459a-b1d3-883c7d99ec88,tch_L2_20241220-104739_3,L2,L
s42_1736227309325_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,018355b4-caaf-449f-b567-b5aa7412e50c,tch_L2_20241114-122355_3,L2,L
s42_1736228753805_4,R96w-9Bm3,17fdace6-7866-4a4d-9852-609e3292159c,8f029170-e19b-401d-951a-c32ac6f3eccb,tch_H1_20241114-122355_13,H1,H
s42_1735630407015_34,3r7y-HDGg,7fe58a4a-0ac3-4f3d-8c8a-77dd07feb1dc,a335e05d-f8ab-45fc-9943-b0205d8d293a,tch_L7_20241211-114436_7,L7,L
s42_1735792458498_12,9YRo-9V8L,53ce8d79-51c0-4992-8159-4146a25e07c5,63461c5b-0d2e-4ca6-9983-18cb7a35a5f3,tch_L8_20241118-102254_8,L8,L
s42_1735802156376_5,Zh9P-g7c3,56bb4ee7-200a-4cf1-85ca-5842aee09972,7cb036fc-cd4d-43b6-9801-caa3160c7f4f,tch_M2_20241114-124601_10,M2,M
s42_1735803051356_23,oH8m-b2zY,e2a9c835-de79-4f6f-8af1-797826ce2b3f,90663e90-c723-4216-b2e3-84aed53b374d,tch_M2_20241219-114559_10,M2,M
s42_1736227791423_36,87Qm-L3rU,96f3e1f8-bf90-4f26-a65a-d6ba0d759893,99e5d77c-dd19-4c85-bd61-b197cff8fe68,tch_L2_20241211-123805_4,L2,L
s42_1736228020393_47,nYnR-VEG6,98f9f19b-70e7-429e-a6e1-284975f60104,4236fbea-8497-4c65-a870-67074929e041,tch_L2_20241219-122125_4,L2,L
s42_1736227833210_38,hU9d-6B73,2bab3f67-f2e6-4ad2-8527-05d5aa0c7aa5,7965c1d4-4d1d-4e8f-ad04-abb2a6c22eba,tch_L2_20241219-101523_3,L2,L
s42_1736228814607_5,4dEm-4fx4,687a450d-64dd-4053-842e-bae785245440,29d069a1-5b00-41eb-ad1a-6aec4a90f469,tch_H1_20241114-124601_13,H1,H
s42_1735799057325_10,4qRj-Lso3,0ee015bb-adc8-4b1f-99f1-c6685eab7de4,4506602b-b6e3-4030-9774-f796f1229ece,tch_L9_20241114-161323_9,L9,L
s42_1735630375457_35,U2sL-ZVNe,2dbebf0a-c12c-4165-98da-79c5f367b15e,85aa2c8d-04c7-4799-bb15-9f06a7433458,tch_L7_20241211-123805_6,L7,L
s42_1735793123841_25,vq2L-9kG7,1e29122e-7367-42db-854b-396f53eb6661,6a5291bb-9160-4b0d-a653-315df8dd5897,tch_L8_20241219-124752_8,L8,L
s42_1735798560781_1,x94A-8DEY,3eaf5cfa-5571-43d0-bc1c-bb04449d41b2,6219b481-ceb9-4a2f-b988-8e0db19ed3cb,tch_L9_20241114-102050_9,L9,L
s42_1736225380594_52,7N7x-2KEm,527d843a-2c2b-4d29-a5f3-619ff3dd0c1f,0b214a34-4478-439e-a105-8482824b9264,tch_L1_20241219-130914_2,L1,L
s42_1736227509549_21,VWCw-9U7U,11173ee7-3d90-4fc9-98d2-bce12ecfd9d0,bc50c718-d32f-4ebf-9d7b-c3bec0e2e687,tch_L2_20241118-095649_3,L2,L
s42_1736227213184_2,a9iR-nyzo,879dbd35-e7af-4743-a9f2-701560cdd23c,6540ee8c-7780-4b04-91cb-06fcee35b068,tch_L2_20241114-102050_4,L2,L
s42_1735630484158_41,P8Em-LNB9,041f0091-9962-4a1d-818a-4ff18e11901b,ed64e5ee-31cc-4ef8-9b55-af9d885607d2,tch_L7_20241219-111930_7,L7,L
s42_1736225045882_35,nDCH-Rf3Q,4973a384-f5b8-4067-adab-5903ab5cff16,6b0b0dc3-28d2-4f80-8749-88b52950b6a1,tch_L1_20241211-123805_1,L1,L
s42_1735792971335_22,3nza-wDFs,4339cf29-815f-43eb-9f83-e9f1cf871175,d4efbdde-54ea-4296-96c5-3a1aa1c6a522,tch_L8_20241211-114436_8,L8,L
s42_1735807887886_12,4PVk-CUDR,00d57290-c51e-4916-b4ef-a63375b7dab9,a860bed0-2584-4f55-8503-befe3c36a2df,tch_M3_20241118-102254_11,M3,M
s42_1735630064450_19,3amu-gZyK,31ae0983-fd56-4f49-8aa9-91dec344226a,305d981b-653e-4a45-af1a-2ca375c0048c,tch_L7_20241114-161323_6,L7,L
s42_1736227301863_9,AyFn-4P4X,b5b48c02-a0d7-4414-97c0-d5c171b06c43,663bc231-7113-4dff-a5fe-5535cd742ffd,tch_L2_20241114-124601_3,L2,L
s42_1735630535732_44,3r7y-HDGg,7fe58a4a-0ac3-4f3d-8c8a-77dd07feb1dc,101e12bf-94be-4538-a8aa-37e980ac965e,tch_L7_20241211-114436_7,L7,L
s42_1735629364264_31,7WkW-gt8N,26dd1c58-59a4-47bb-afc4-0018a27d30c6,178c6b42-b984-4cd1-85cc-7e3216e4e437,tch_L3_20241220-120126_5,L3,L
s42_1735630905346_59,6H4x-KJML,24357161-fee3-40b1-aaaa-d3a39742cabe,4298bf76-4383-418b-9e64-a578dcbf5586,tch_L7_20241220-112940_6,L7,L
s42_1736228117436_52,7eDo-reo2,a3d3cdb6-2952-4a9c-872e-23c9aedfb985,73fa3fbf-0f92-4993-a2ab-e807bb75ae6e,tch_L2_20241219-130914_4,L2,L
s42_1735802123625_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,7ed152c7-e2a8-4419-9477-d400b8e420ce,tch_M2_20241114-122355_10,M2,M
s42_1736224700867_18,ebUR-ysJk,76b5fae0-a312-43f5-8079-36f93532c548,455ca673-37dd-43ee-afa8-6ce9c8ce288f,tch_L1_20241114-154555_1,L1,L
s42_1735802268671_6,uLJD-62QY,1e0c6499-8ae4-4fe8-9dbb-4e824778fb5b,2aa166a8-2052-44d2-828e-d77c728720aa,tch_M2_20241114-134749_10,M2,M
s42_1736224588022_14,LPTB-j9pU,c28aceb9-e526-44c6-9ebf-2636e1ffe098,587ffed4-204f-4d36-91f4-c7759ce25b2c,tch_L1_20241114-143802_2,L1,L
s42_1735793235802_27,RNZL-679R,a1c20476-bf89-43f8-8f94-12a78041db57,846d87e4-053f-4048-b273-531f438da560,tch_L8_20241220-095811_8,L8,L
s42_1735799075811_10,4qRj-Lso3,0ee015bb-adc8-4b1f-99f1-c6685eab7de4,db15dbbd-2721-41db-a3dd-f9ecc3baaf52,tch_L9_20241114-161323_9,L9,L
s42_1736229842729_30,UW4c-H6U2,d9fff553-bc10-471b-83a8-695a02e15824,e8edf592-3412-4ae0-ba7c-89d2bec7c2d4,tch_H1_20241220-112940_13,H1,H
s42_1735798702683_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,36b34e10-56ed-47d5-96f8-8fe13a11f891,tch_L9_20241114-112810_9,L9,L
s42_1736227452548_15,bCL2-w2vU,2102d9a5-97c0-4cc1-a20c-d5293cca20ad,10b43598-3a10-45d9-8d8d-5f6345703df1,tch_L2_20241114-152217_3,L2,L
s42_1735799192135_12,Py3s-dC29,6c0f835d-519c-46ae-9289-3c03b3893a4d,d5764e96-c5ba-49a5-b8e3-8549068cf663,tch_L9_20241118-102254_9,L9,L
s42_1736225228832_47,Tnf4-c6pb,7ff37025-b456-47ab-a6c0-4326d17b8d0d,78ab0f90-09f8-4168-bb20-2d6cf551ac7f,tch_L1_20241219-122125_1,L1,L
s42_1735630184716_27,fhT9-3o68,8308ff76-ad1f-4bda-ae70-39856b3a8115,076fbf87-744e-4e80-a758-6bcf62d91865,tch_L7_20241119-125944_6,L7,L
s42_1736224372317_6,2kyz-XRo3,ad27d7b6-3652-4af9-89c6-db843cd498d1,34109cc2-40dd-441e-a807-bb6ce5671537,tch_L1_20241114-112810_2,L1,L
s42_1736227449303_14,ckNJ-2Re3,38a31f6d-2d54-4586-b72d-5cb965b8a29b,fda0503d-40d4-4713-af6f-aa26d106dc22,tch_L2_20241114-143802_4,L2,L
s42_1736224316280_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,9db2b889-22fa-479f-a86c-42a643321e76,tch_L1_20241114-102050_2,L1,L
s42_1736228787509_5,4dEm-4fx4,687a450d-64dd-4053-842e-bae785245440,ce1837fe-365c-439b-970a-522aa5765e12,tch_H1_20241114-124601_13,H1,H
s42_1736227666033_27,97A9-L49E,24510031-0541-46b9-93cf-92f46ad60396,8f271296-87c7-433e-b8c0-620b7e20a1bb,tch_L2_20241119-125944_4,L2,L
s42_1736224790181_27,uLuh-UVhq,dc886f7a-4a86-46f6-9c95-5e7d0f15843b,d1eacc0b-153d-4de2-8994-e6de97308128,tch_L1_20241119-125944_1,L1,L
s42_1735630414854_39,wMWH-WKGC,eb26cc07-ce8c-4c6a-a432-7038f0cf26bd,9ec08523-c49a-4771-a969-9cd99abc2fa4,tch_L7_20241219-105858_6,L7,L
s42_1735628898713_8,3a8t-232b,7fa4706c-ee31-43b2-8c4a-a55eaa6b8a46,e49d9006-0f43-4927-94c7-a7fda9c9f40a,tch_L3_20241114-152217_5,L3,L
s42_1735808561270_27,Kn4J-s9fa,a8585bc3-4706-454d-a37e-9b4daa9a5235,27030bda-e9ea-4040-9cb6-dca8b01f9fd5,tch_M3_20241220-095811_11,M3,M
s42_1736225261795_51,YR78-pjA4,b7a9a250-f2be-49fe-9bc4-beef3c74d096,2ab778ca-579a-46db-b4b6-ecae3d9699ff,tch_L1_20241219-130914_1,L1,L
s42_1735629091997_20,uERG-icTp,2fb8e31e-7300-4bef-8e39-a0c8575d0071,b5a4c9d5-e924-4f70-acb5-9f536c835d33,tch_L3_20241219-105858_5,L3,L
s42_1735802756050_17,4yEB-DgnP,bc0f2966-51d0-4c16-a5d6-5a452809ac6a,a60c0dbe-ffc1-4568-a15e-b995eb394e46,tch_M2_20241211-114436_10,M2,M
s42_1736228633782_1,T6Wt-phr2,447fd8d5-b0e3-4ed2-93af-8073eb2d5815,27db9b77-93f9-418f-b546-ed1c325a171f,tch_H1_20241114-102050_13,H1,H
s42_1736229583871_25,jT9U-rYfV,a32cde0c-de02-4803-86b4-aa2e1cd8a78e,a01a438e-cd4c-46ca-9c45-dee61f3357a4,tch_H1_20241219-124752_13,H1,H
s42_1735802880208_19,2gWh-w3NM,f64ba5d7-321d-40b4-8c64-2804a4b39e88,f4050c0f-e01a-4070-b5ca-fcd6df9c2640,tch_M2_20241219-101523_10,M2,M
s42_1736227609106_26,tT6n-T7M2,21020452-9717-4678-811d-e8202439a887,057cc659-1348-43ed-b2f8-dd4d7e43e85c,tch_L2_20241119-123357_4,L2,L
s42_1735810584255_22,RMe6-pjP2,bfd75004-8e22-4cac-843c-c13431468479,ef4836b6-3cff-48ca-9f2d-fe9e3e2ed830,tch_M5_20241211-114436_12,M5,M
s42_1736225039749_35,nDCH-Rf3Q,4973a384-f5b8-4067-adab-5903ab5cff16,35739207-30fe-4ae2-8a06-71d638f9926e,tch_L1_20241211-123805_1,L1,L
s42_1736229722556_27,eDyL-V4K2,c95edd66-c467-4d8f-9c5e-b5a6313b7506,a208ce07-ab07-482d-831b-034f3b6590b5,tch_H1_20241220-095811_13,H1,H
s42_1735630259823_26,67bR-BWoN,5904174c-129c-4802-82c6-51b0a44b06a1,8cd080af-cb39-4bbe-9aed-2757538f4332,tch_L7_20241119-123357_7,L7,L
s42_1736224554245_12,kgo3-P32M,4111ed71-3398-4337-ae0a-4cf0736a6da2,2c58854c-2f79-41db-a6ed-d80a46e12e19,tch_L1_20241114-134749_2,L1,L
s42_1736228166685_50,Gjtw-GmWs,e0690b4a-cb55-4858-8a5c-b49d932eea27,c78f4f3b-879d-48ec-b4ca-56e1b3723c1d,tch_L2_20241219-124752_4,L2,L
s42_1736225395107_56,9J2x-7Y69,8fc5e468-aed8-4021-b45a-6141be15fcab,1f15b19c-7bb4-40e9-bb5e-a9a935cbc0a2,tch_L1_20241220-102523_1,L1,L
s42_1736227205373_5,sm89-bKQ4,8f189f51-7eda-4606-b4fb-e204054d7ef0,8d51519e-62f2-4856-a042-0153071c55ee,tch_L2_20241114-112810_3,L2,L
s42_1736224732229_23,M8MW-jzwJ,b10359cf-6544-4dee-93ee-d2bb3b0468fe,18cc5f14-4aa3-41b0-82c0-d2186aa2cf24,tch_L1_20241118-102254_1,L1,L
s42_1736224903305_32,3iCj-4ka9,b81ef590-fb67-4cce-893e-9c34ad8825bd,0c56c91d-b4b6-4f06-9958-2c8d78baea58,tch_L1_20241211-111527_2,L1,L
s42_1736225471624_60,p2p2-d72d,2b99df2e-50ba-4995-8277-bc9e964a4b4c,ca6067da-9817-4b1b-8ca0-243ddaaa885a,tch_L1_20241220-112940_2,L1,L
s42_1736228702186_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,9b21b987-28a0-405a-b13d-f09b0460d77c,tch_H1_20241114-112810_13,H1,H
s42_1735792897424_21,3Fn6-37GA,a6bc4109-d131-4f87-8c14-257dd824e073,e4d452c7-700c-455d-997d-bfc0af350092,tch_L8_20241219-111930_8,L8,L
s42_1736227444619_14,ckNJ-2Re3,38a31f6d-2d54-4586-b72d-5cb965b8a29b,165a8b73-3b27-4ae4-97bc-48c1bd2ce050,tch_L2_20241114-143802_4,L2,L
s42_1735630805453_58,9vR9-Nxs4,e2fe4d76-dc6b-4aa3-a0c3-487c986ee9ca,a417ff73-c7f5-4081-bbf8-f5d6680477cf,tch_L7_20241220-104739_7,L7,L
s42_1735628979802_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,fa870577-48c2-44ab-9dcb-a4f5403b64c2,tch_L3_20241114-161323_5,L3,L
s42_1735798964235_8,7f68-zBkN,130323f0-248e-4851-a084-c6115b9a93bd,f26ac28d-ac91-4291-b7d2-dfa050c99068,tch_L9_20241114-152217_9,L9,L
s42_1736229468151_21,7kmx-LvJU,fb8aad16-5c4e-4aaf-b72c-ab62b7427b63,dd2ee3d7-da8d-4049-9549-a5785caba16c,tch_H1_20241219-111930_13,H1,H
s42_1736224309820_1,B2qE-q42P,c3b70321-effb-4547-9343-ccc35b128ff3,0f64374c-0626-47d0-99c3-7a202951d590,tch_L1_20241114-102050_1,L1,L
s42_1735630667939_50,qany-aNnd,2e9c776d-50e7-41be-a5dc-af8b1ef783f2,dc6a3753-10f5-413b-89e6-43f9d86f8bb8,tch_L7_20241219-124752_7,L7,L
s42_1736224707698_23,M8MW-jzwJ,b10359cf-6544-4dee-93ee-d2bb3b0468fe,62670fdf-4ec3-4df9-bbd9-04e2e71d0c2d,tch_L1_20241118-102254_1,L1,L
s42_1735630024558_19,3amu-gZyK,31ae0983-fd56-4f49-8aa9-91dec344226a,3492eba4-4c8d-4e10-96ae-cbf1996514dc,tch_L7_20241114-161323_6,L7,L
s42_1735792923467_22,3nza-wDFs,4339cf29-815f-43eb-9f83-e9f1cf871175,b5fad5da-6c70-403b-a794-0f2ea828f83e,tch_L8_20241211-114436_8,L8,L
s42_1735799146828_12,Py3s-dC29,6c0f835d-519c-46ae-9289-3c03b3893a4d,3934af1c-2ae1-4847-a473-85dff1a325c6,tch_L9_20241118-102254_9,L9,L
s42_1735793416340_31,vbo6-HCsx,801ed0b4-bee5-4f37-8761-ce4c0b52d149,b4b4a47b-b856-41a0-a950-0a7ba1bf90eb,tch_L8_20241220-120126_8,L8,L
s42_1736224818707_26,8WeN-WsZ4,6577e27d-fa60-41e3-9fa1-d65f892c6165,53f406f8-2eac-488a-9786-3394c0e7ac5d,tch_L1_20241119-123357_2,L1,L
s42_1736225227045_46,MFzZ-28o7,1c1d4b78-31b2-4b58-896e-daa9aa65b87c,65ab9803-b3fb-42ed-acae-239fe23304ba,tch_L1_20241219-114559_2,L1,L
s42_1735810292748_16,sqA4-6cj6,8c2ccc41-cdef-49f2-ab26-d770353342aa,d684c1f9-7777-4e93-bf12-d76bb137323b,tch_M5_20241211-111527_12,M5,M
s42_1735630019960_16,Tojt-32k6,961e722a-ad6a-443b-a1cb-52898d9ec97a,6ef88c21-1f08-48b3-8c68-77dbe6dfacd0,tch_L7_20241114-152217_7,L7,L
s42_1736228394487_62,bWQT-iwd2,dff7f104-02a6-4881-a4ab-7a1e016e09b3,c1498a4b-2682-4689-b2eb-3fd2035ad41b,tch_L2_20241220-120126_4,L2,L
s42_1736228219930_57,6Lys-Ljb8,7d4a3e76-9afa-4769-8aad-604705c35efa,3ece26cf-9949-411a-a39e-1182e70f206d,tch_L2_20241220-104739_3,L2,L
s42_1735630100940_23,rn3p-eL27,7bf6ffd5-853f-4936-bdfe-f8f2aa4ece6f,f439a768-c024-464f-9396-33405f5534dd,tch_L7_20241118-102254_6,L7,L
s42_1736229442855_20,cJ2G-3Tf6,0cee8130-ccda-4f23-8be9-8e512e81cfb9,fedd5551-a6f9-476f-a8c5-f02353a492e1,tch_H1_20241219-105858_13,H1,H
s42_1735630674027_49,hY9k-Y367,40dab761-5f54-40ca-a3b9-c51961792429,ee1c2a5b-a6ce-4817-80a4-8580d75c74ba,tch_L7_20241219-124752_6,L7,L
s42_1735799742571_24,C2D3-H4Rp,e77f8d21-f304-4d8e-acb0-5d0edb23e727,3e17c5c9-09dc-4601-8646-216e6abe3689,tch_L9_20241219-122125_9,L9,L
s42_1735799628821_21,zt9F-Ct8w,6708c4d5-5f59-4c2e-972b-d565d81bf1d4,b96f4948-ab0b-44ea-a847-8606068d6bc2,tch_L9_20241219-111930_9,L9,L
s42_1736229304667_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,db884f7d-1bbb-4d89-89cf-4d88cea1e107,tch_H1_20241211-114436_13,H1,H
s42_1736225118148_42,BUbi-2ZbN,ae01eb58-620a-4a35-9765-b2cd33e4fc7c,3956ddfc-0b36-4ca7-b65e-40d4b06d63c0,tch_L1_20241219-111930_2,L1,L
s42_1735799192308_13,oFdr-ozr4,114c271f-185f-4674-b889-1b8bfde810a0,d7aa29c7-76a6-46d1-af7d-0f1d3e94f0e0,tch_L9_20241119-123357_9,L9,L
s42_1735808368604_22,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,cfad5103-7142-43af-a0ae-a9813f2358f3,tch_M3_20241211-114436_11,M3,M
