extuserid,class,classcode,bundleCount
tch_20220828-045049_41,Perf_class_20220828-045049_41,FjND-4mTv,2
tch_20220828-045049_42,Perf_class_20220828-045049_42,hr3J-U6Da,2
tch_20220828-045049_43,Perf_class_20220828-045049_43,9gab-so4L,2
tch_20220828-045049_44,Perf_class_20220828-045049_44,MtYX-kvXM,2
tch_20220828-045049_45,Perf_class_20220828-045049_45,Yb4J-ioi4,3
tch_20220828-045049_46,Perf_class_20220828-045049_46,6947-aj8t,3
tch_20220828-045049_47,Perf_class_20220828-045049_47,7R6z-QhDU,3
tch_20220828-045049_49,Perf_class_20220828-045049_49,8kZs-hcJu,3
tch_20220828-045049_48,Perf_class_20220828-045049_48,Jvuv-V824,3
tch_20220828-045049_50,Perf_class_20220828-045049_50,6ev7-qUaP,4
tch_20220828-045049_51,Perf_class_20220828-045049_51,pMN4-jk9H,4
tch_20220828-045049_52,Perf_class_20220828-045049_52,Fr79-L6XZ,4
tch_20220828-045049_53,Perf_class_20220828-045049_53,Mt79-EQBg,0
tch_20220828-045049_54,Perf_class_20220828-045049_54,p43n-3dUn,0
tch_20220828-045049_55,Perf_class_20220828-045049_55,duTq-674R,0
tch_20220828-045049_56,Perf_class_20220828-045049_56,9XKy-sd7N,0
tch_20220828-045049_57,Perf_class_20220828-045049_57,i2Js-JqJA,0
tch_20220828-045049_58,Perf_class_20220828-045049_58,2t2V-gz86,0
tch_20220828-045049_60,Perf_class_20220828-045049_60,nVY2-Zdqz,0
tch_20220828-045049_59,Perf_class_20220828-045049_59,nB2x-ufq7,0
tch_20220828-045049_61,Perf_class_20220828-045049_61,whA3-vr3f,0
tch_20220828-045049_62,Perf_class_20220828-045049_62,M24D-syHq,0
tch_20220828-045049_63,Perf_class_20220828-045049_63,G3Jw-3W4H,1
tch_20220828-045049_64,Perf_class_20220828-045049_64,fL6b-HJ2f,1
tch_20220828-045049_65,Perf_class_20220828-045049_65,3g47-a8D6,1
tch_20220828-045049_66,Perf_class_20220828-045049_66,pehj-D248,1
tch_20220828-045049_67,Perf_class_20220828-045049_67,4EtN-atuf,1
tch_20220828-045049_68,Perf_class_20220828-045049_68,n834-qUqJ,1
tch_20220828-045049_70,Perf_class_20220828-045049_70,rdiY-vs2p,1
tch_20220828-045049_69,Perf_class_20220828-045049_69,Ro2N-bJL6,1
tch_20220828-045049_71,Perf_class_20220828-045049_71,gdou-9YN6,1
tch_20220828-045049_72,Perf_class_20220828-045049_72,7oQ2-aE74,1
tch_20220828-045049_74,Perf_class_20220828-045049_74,6NMG-s6Up,2
tch_20220828-045049_73,Perf_class_20220828-045049_73,Ukct-xMQt,2
tch_20220828-045049_75,Perf_class_20220828-045049_75,g294-8M3U,2
tch_20220828-045049_76,Perf_class_20220828-045049_76,RV2P-GNdR,2
tch_20220828-045049_77,Perf_class_20220828-045049_77,DfdJ-XCz8,2
tch_20220828-045049_78,Perf_class_20220828-045049_78,YxQf-73dn,2
tch_20220828-045049_79,Perf_class_20220828-045049_79,UQuF-6QgJ,2
tch_20220828-045049_80,Perf_class_20220828-045049_80,7DMc-CYM2,2
tch_20220828-045049_81,Perf_class_20220828-045049_81,yWo3-6Dhg,2
tch_20220828-045049_82,Perf_class_20220828-045049_82,U8qV-YKkG,2
tch_20220828-045049_84,Perf_class_20220828-045049_84,gede-CNGb,2
tch_20220828-045049_83,Perf_class_20220828-045049_83,knbm-V67n,2
tch_20220828-045049_85,Perf_class_20220828-045049_85,u2KN-JDb2,2
tch_20220828-045049_86,Perf_class_20220828-045049_86,odho-JhqV,2
tch_20220828-045049_87,Perf_class_20220828-045049_87,ABH4-CnoQ,2
tch_20220828-045049_88,Perf_class_20220828-045049_88,oXcm-oe86,2
tch_20220828-045049_89,Perf_class_20220828-045049_89,287P-w7ZR,2
tch_20220828-045049_90,Perf_class_20220828-045049_90,FK6V-bGv8,2
tch_20220828-045049_91,Perf_class_20220828-045049_91,q2Ku-pf7E,2
tch_20220828-045049_92,Perf_class_20220828-045049_92,3Tbd-ep4Y,2
tch_20220828-045049_93,Perf_class_20220828-045049_93,bFcn-8dB7,2
tch_20220828-045049_94,Perf_class_20220828-045049_94,V7eC-v3Fe,2
tch_20220828-045049_95,Perf_class_20220828-045049_95,6oZC-qXuk,3
tch_20220828-045049_96,Perf_class_20220828-045049_96,YTQw-E76C,3
tch_20220828-045049_97,Perf_class_20220828-045049_97,gr8f-yDb8,3
tch_20220828-045049_98,Perf_class_20220828-045049_98,3bVb-MZ6y,3
tch_20220828-045049_99,Perf_class_20220828-045049_99,c94Q-83HQ,3
tch_20220828-045049_100,Perf_class_20220828-045049_100,43VC-Lxu2,4
tch_20220828-043645_1,Perf_class_20220828-043645_1,rd76-vx62,4
tch_20220828-043645_2,Perf_class_20220828-043645_2,Wig8-oa2L,4
tch_20220828-043645_3,Perf_class_20220828-043645_3,8fXD-tYxp,0
tch_20220828-043645_4,Perf_class_20220828-043645_4,V2xG-hBL9,0
tch_20220828-043645_5,Perf_class_20220828-043645_5,PaGj-4E2q,0
tch_20220828-043645_6,Perf_class_20220828-043645_6,HNM6-rm3Q,0
tch_20220828-043645_7,Perf_class_20220828-043645_7,9Trp-D6Db,0
tch_20220828-043645_8,Perf_class_20220828-043645_8,d4sB-8ek4,0
tch_20220828-043645_9,Perf_class_20220828-043645_9,U3Kb-gV7w,0
tch_20220828-043645_10,Perf_class_20220828-043645_10,93j3-jt4k,0
tch_20220828-043645_12,Perf_class_20220828-043645_12,dBCp-W6Qx,0
tch_20220828-043645_11,Perf_class_20220828-043645_11,mXGV-BfGa,0
tch_20220828-043645_13,Perf_class_20220828-043645_13,6a63-8kdb,1
tch_20220828-043645_14,Perf_class_20220828-043645_14,WeF3-2X24,1
tch_20220828-043645_15,Perf_class_20220828-043645_15,3CkL-3GTU,1
tch_20220828-043645_16,Perf_class_20220828-043645_16,xQ8L-QT6h,1
tch_20220828-043645_17,Perf_class_20220828-043645_17,oKJb-F38U,1
tch_20220828-043645_18,Perf_class_20220828-043645_18,7k2B-6mpL,1
tch_20220828-043645_19,Perf_class_20220828-043645_19,qypH-qjt4,1
tch_20220828-043645_20,Perf_class_20220828-043645_20,xE2c-6Y4J,1
tch_20220828-043645_21,Perf_class_20220828-043645_21,qajx-tgnT,1
tch_20220828-043645_22,Perf_class_20220828-043645_22,Y79m-98QR,1
tch_20220828-043645_23,Perf_class_20220828-043645_23,72AB-7yoz,2
tch_20220828-043645_24,Perf_class_20220828-043645_24,qZGE-Qk6p,2
tch_20220828-043645_25,Perf_class_20220828-043645_25,nMEL-F74n,2
tch_20220828-043645_26,Perf_class_20220828-043645_26,D8dy-2iq3,2
tch_20220828-043645_27,Perf_class_20220828-043645_27,i7U7-W43L,2
tch_20220828-043645_28,Perf_class_20220828-043645_28,xPfq-Qrxe,2
tch_20220828-043645_29,Perf_class_20220828-043645_29,wqRu-t83r,2
tch_20220828-043645_30,Perf_class_20220828-043645_30,293g-vKt9,2
tch_20220828-043645_31,Perf_class_20220828-043645_31,ys6t-3pJ2,2
tch_20220828-043645_32,Perf_class_20220828-043645_32,tbW9-mKiF,2
tch_20220828-043645_33,Perf_class_20220828-043645_33,jwLo-936o,2
tch_20220828-043645_34,Perf_class_20220828-043645_34,YMQP-mnrp,2
tch_20220828-043645_35,Perf_class_20220828-043645_35,86r7-GgPc,2
tch_20220828-043645_36,Perf_class_20220828-043645_36,4XR9-MPfr,2
tch_20220828-043645_37,Perf_class_20220828-043645_37,RLdj-KoWY,2
tch_20220828-043645_38,Perf_class_20220828-043645_38,P6kG-Fkfk,2
tch_20220828-043645_39,Perf_class_20220828-043645_39,BTme-yW7a,2
tch_20220828-043645_40,Perf_class_20220828-043645_40,9TsE-Fv67,2
tch_20220828-043645_41,Perf_class_20220828-043645_41,TN8g-96HT,2
tch_20220828-043645_42,Perf_class_20220828-043645_42,P4Wf-bFr4,2
tch_20220828-043645_43,Perf_class_20220828-043645_43,GoRE-c93x,2
tch_20220828-043645_45,Perf_class_20220828-043645_45,o94s-v6pE,2
tch_20220828-043645_44,Perf_class_20220828-043645_44,z7Ws-G7Rv,3
tch_20220828-043645_46,Perf_class_20220828-043645_46,tmGC-72R4,3
tch_20220828-043645_47,Perf_class_20220828-043645_47,BcKB-izEJ,3
tch_20220828-043645_48,Perf_class_20220828-043645_48,fs62-ZTRj,3
tch_20220828-043645_49,Perf_class_20220828-043645_49,8R2z-FHw3,3
tch_20220828-043645_50,Perf_class_20220828-043645_50,gi2F-7zR6,4
tch_20220828-043645_51,Perf_class_20220828-043645_51,Fyfc-v968,4
tch_20220828-043645_52,Perf_class_20220828-043645_52,gFx6-ENBK,4
tch_20220828-043645_53,Perf_class_20220828-043645_53,ZbNM-8z7W,0
tch_20220828-043645_54,Perf_class_20220828-043645_54,oP3Z-3bHT,0
tch_20220828-043645_56,Perf_class_20220828-043645_56,Wx3z-3vBT,0
tch_20220828-043645_55,Perf_class_20220828-043645_55,6huw-QX97,0
tch_20220828-043645_57,Perf_class_20220828-043645_57,gr3r-TWqH,0
tch_20220828-043645_58,Perf_class_20220828-043645_58,E7Yn-Rs49,0
tch_20220828-043645_59,Perf_class_20220828-043645_59,A3Ht-BPqY,0
tch_20220828-043645_60,Perf_class_20220828-043645_60,pfe6-YXkt,0
tch_20220828-043645_61,Perf_class_20220828-043645_61,Tpr9-g4yz,0
tch_20220828-043645_63,Perf_class_20220828-043645_63,H9Q4-26EH,0
tch_20220828-043645_62,Perf_class_20220828-043645_62,82yv-Fj3R,1
tch_20220828-043645_65,Perf_class_20220828-043645_65,m2cK-ioF2,1
tch_20220828-043645_64,Perf_class_20220828-043645_64,L264-mDo7,1
tch_20220828-043645_66,Perf_class_20220828-043645_66,Wi3D-4d2y,1
tch_20220828-043645_67,Perf_class_20220828-043645_67,jLQa-npCx,1
tch_20220828-043645_68,Perf_class_20220828-043645_68,UfHZ-v638,1
tch_20220828-043645_69,Perf_class_20220828-043645_69,kVU6-9wo4,1
tch_20220828-043645_70,Perf_class_20220828-043645_70,YdC8-3pD4,1
tch_20220828-043645_71,Perf_class_20220828-043645_71,cUsn-269d,1
tch_20220828-043645_72,Perf_class_20220828-043645_72,c73h-CXy8,1
tch_20220828-043645_73,Perf_class_20220828-043645_73,e3a3-ZvoZ,2
tch_20220828-043645_74,Perf_class_20220828-043645_74,yx79-V63L,2
tch_20220828-043645_75,Perf_class_20220828-043645_75,37QZ-o6Ry,2
tch_20220828-043645_76,Perf_class_20220828-043645_76,V7VU-9642,2
tch_20220828-043645_77,Perf_class_20220828-043645_77,y29j-eKd6,2
tch_20220828-043645_79,Perf_class_20220828-043645_79,Agum-83jW,2
tch_20220828-043645_78,Perf_class_20220828-043645_78,sh8J-pijy,2
tch_20220828-043645_81,Perf_class_20220828-043645_81,DV26-et2E,2
tch_20220828-043645_80,Perf_class_20220828-043645_80,bpo3-8iyW,2
tch_20220828-043645_82,Perf_class_20220828-043645_82,4cjC-ndFg,2
tch_20220828-043645_83,Perf_class_20220828-043645_83,2XKe-Nzdo,2
tch_20220828-043645_84,Perf_class_20220828-043645_84,B3sr-37zF,2
tch_20220828-043645_85,Perf_class_20220828-043645_85,ciQy-egxA,2
tch_20220828-043645_87,Perf_class_20220828-043645_87,EKys-82PL,2
tch_20220828-043645_86,Perf_class_20220828-043645_86,DZ6y-n6tz,2
tch_20220828-043645_88,Perf_class_20220828-043645_88,W6sp-C9t7,2
tch_20220828-043645_89,Perf_class_20220828-043645_89,cUCF-q7rp,2
tch_20220828-043645_90,Perf_class_20220828-043645_90,8dZi-NZB9,2
tch_20220828-043645_91,Perf_class_20220828-043645_91,z29W-P7bK,2
tch_20220828-043645_92,Perf_class_20220828-043645_92,mHq4-ueUk,2
tch_20220828-043645_93,Perf_class_20220828-043645_93,c82j-p7hN,2
tch_20220828-043645_94,Perf_class_20220828-043645_94,FEiB-s78b,2
tch_20220828-043645_95,Perf_class_20220828-043645_95,8GF4-8o2q,3
tch_20220828-043645_96,Perf_class_20220828-043645_96,Ry43-V3KA,3
tch_20220828-043645_97,Perf_class_20220828-043645_97,7Ac4-mxyw,3
tch_20220828-043645_99,Perf_class_20220828-043645_99,m92V-ALPL,3
tch_20220828-043645_98,Perf_class_20220828-043645_98,iGiZ-o2UV,3
tch_20220828-043645_100,Perf_class_20220828-043645_100,g9aD-r2hU,4
tch_20220828-042713_1,Perf_class_20220828-042713_1,gP8r-a8Z7,4
tch_20220828-042713_3,Perf_class_20220828-042713_3,YoB4-ucGC,4
tch_20220828-042713_2,Perf_class_20220828-042713_2,ifMa-3z9F,0
tch_20220828-042713_4,Perf_class_20220828-042713_4,38bH-4Q4t,0
tch_20220828-042713_5,Perf_class_20220828-042713_5,Nzra-Uyc2,0
tch_20220828-042713_6,Perf_class_20220828-042713_6,eKt9-8wZy,0
tch_20220828-042713_7,Perf_class_20220828-042713_7,r7Z8-J7a6,0
tch_20220828-042713_8,Perf_class_20220828-042713_8,NMuZ-2QNZ,0
tch_20220828-042713_9,Perf_class_20220828-042713_9,hQhm-V6i7,0
tch_20220828-042713_10,Perf_class_20220828-042713_10,bcmu-KZm7,0
tch_20220828-042713_11,Perf_class_20220828-042713_11,iErb-ikL7,0
tch_20220828-042713_12,Perf_class_20220828-042713_12,RZfm-X4ih,0
tch_20220828-042713_13,Perf_class_20220828-042713_13,63He-Yz4B,1
tch_20220828-042713_14,Perf_class_20220828-042713_14,2ec6-g3GX,1
tch_20220828-042713_15,Perf_class_20220828-042713_15,73My-F7Fi,1
tch_20220828-042713_16,Perf_class_20220828-042713_16,m2cj-8um7,1
tch_20220828-042713_17,Perf_class_20220828-042713_17,QZN3-K4Qe,1
tch_20220828-042713_18,Perf_class_20220828-042713_18,3Gbh-dh4u,1
tch_20220828-042713_19,Perf_class_20220828-042713_19,zTC6-BsYc,1
tch_20220828-042713_21,Perf_class_20220828-042713_21,4b6y-8d8c,1
tch_20220828-042713_20,Perf_class_20220828-042713_20,J94k-7aMJ,1
tch_20220828-042713_22,Perf_class_20220828-042713_22,oKQ9-Tz97,1
tch_20220828-042713_23,Perf_class_20220828-042713_23,iLR2-8yfG,2
tch_20220828-042713_24,Perf_class_20220828-042713_24,zDuE-sz9k,2
tch_20220828-042713_25,Perf_class_20220828-042713_25,sw28-4X2v,2
tch_20220828-042713_26,Perf_class_20220828-042713_26,XQm8-x4Cu,2
tch_20220828-042713_27,Perf_class_20220828-042713_27,76uE-2r3t,2
tch_20220828-042713_29,Perf_class_20220828-042713_29,RwY2-7Zw7,2
tch_20220828-042713_28,Perf_class_20220828-042713_28,owBC-NuJK,2
tch_20220828-042713_30,Perf_class_20220828-042713_30,gx2G-T4Ya,2
tch_20220828-042713_31,Perf_class_20220828-042713_31,RenK-w87F,2
tch_20220828-042713_32,Perf_class_20220828-042713_32,3M6U-ihNA,2
tch_20220828-042713_33,Perf_class_20220828-042713_33,YW6P-47Di,2
tch_20220828-042713_34,Perf_class_20220828-042713_34,koVW-G7JY,2
tch_20220828-042713_35,Perf_class_20220828-042713_35,AhqN-2xpY,2
tch_20220828-042713_36,Perf_class_20220828-042713_36,Ppj9-qmnH,2
tch_20220828-042713_37,Perf_class_20220828-042713_37,2L28-mMy7,2
tch_20220828-042713_38,Perf_class_20220828-042713_38,DoTY-LPxz,2
tch_20220828-042713_39,Perf_class_20220828-042713_39,2pR9-nXcK,2
tch_20220828-042713_40,Perf_class_20220828-042713_40,3D6L-D8Cm,2
tch_20220828-042713_42,Perf_class_20220828-042713_42,s3ti-4LyF,2
tch_20220828-042713_41,Perf_class_20220828-042713_41,KWK8-mKEk,2
tch_20220828-042713_43,Perf_class_20220828-042713_43,nwj9-MvM2,2
tch_20220828-042713_44,Perf_class_20220828-042713_44,3zjy-9W8w,2
tch_20220828-042713_45,Perf_class_20220828-042713_45,aQ4x-jTUn,3
tch_20220828-042713_46,Perf_class_20220828-042713_46,Np63-GJ6p,3
tch_20220828-042713_47,Perf_class_20220828-042713_47,cpwi-m6z4,3
tch_20220828-042713_48,Perf_class_20220828-042713_48,nsqB-P9ky,3
tch_20220828-042713_49,Perf_class_20220828-042713_49,e9Fw-tdNf,3
tch_20220828-042713_50,Perf_class_20220828-042713_50,kc4W-6i4L,4
tch_20220828-042713_51,Perf_class_20220828-042713_51,2H8W-s8ty,4
tch_20220828-042713_52,Perf_class_20220828-042713_52,cK2Q-YFkc,4
tch_20220828-042713_53,Perf_class_20220828-042713_53,2y4g-y4UV,0
tch_20220828-042713_54,Perf_class_20220828-042713_54,PZw6-AXTL,0
tch_20220828-042713_55,Perf_class_20220828-042713_55,2ubn-Hocp,0
tch_20220828-042713_56,Perf_class_20220828-042713_56,sdz8-9CaD,0
tch_20220828-042713_57,Perf_class_20220828-042713_57,ZW3o-8U46,0
tch_20220828-042713_58,Perf_class_20220828-042713_58,4QXq-so9K,0
tch_20220828-042713_60,Perf_class_20220828-042713_60,xBcF-BT4x,0
tch_20220828-042713_59,Perf_class_20220828-042713_59,wrzs-g6LF,0
tch_20220828-042713_61,Perf_class_20220828-042713_61,jER6-28Vi,0
tch_20220828-042713_62,Perf_class_20220828-042713_62,2kWc-faYC,0
tch_20220828-042713_65,Perf_class_20220828-042713_65,Bmkb-cKQw,1
tch_20220828-042713_67,Perf_class_20220828-042713_67,FmEc-4nDv,1
tch_20220828-042713_66,Perf_class_20220828-042713_66,e82D-nJHa,1
tch_20220828-042713_68,Perf_class_20220828-042713_68,K4T8-BpXP,1
tch_20220828-042713_69,Perf_class_20220828-042713_69,vbsA-C9Cr,1
tch_20220828-042713_70,Perf_class_20220828-042713_70,43s8-aiqZ,1
tch_20220828-042713_71,Perf_class_20220828-042713_71,z23U-vbPk,1
tch_20220828-042713_72,Perf_class_20220828-042713_72,83hU-xPTH,1
tch_20220828-042713_73,Perf_class_20220828-042713_73,FNT6-yh3Q,1
tch_20220828-042713_74,Perf_class_20220828-042713_74,7EZA-cGw3,1
tch_20220828-042713_75,Perf_class_20220828-042713_75,T3v3-fU37,2
tch_20220828-042713_76,Perf_class_20220828-042713_76,A82F-jZnu,2
tch_20220828-042713_77,Perf_class_20220828-042713_77,o38Q-Kgm3,2
tch_20220828-042713_79,Perf_class_20220828-042713_79,7ezE-3izk,2
tch_20220828-042713_78,Perf_class_20220828-042713_78,HZwc-xyAe,2
tch_20220828-042713_80,Perf_class_20220828-042713_80,K64i-d2cK,2
tch_20220828-042713_81,Perf_class_20220828-042713_81,C2wp-8LWy,2
tch_20220828-042713_82,Perf_class_20220828-042713_82,wKnf-h383,2
tch_20220828-042713_83,Perf_class_20220828-042713_83,dtUE-ui3x,2
tch_20220828-042713_84,Perf_class_20220828-042713_84,LegD-2mW6,2
tch_20220828-042713_85,Perf_class_20220828-042713_85,u7wk-4mi8,2
tch_20220828-042713_86,Perf_class_20220828-042713_86,Y3qp-8Uhd,2
tch_20220828-042713_87,Perf_class_20220828-042713_87,87Xg-Qk3T,2
tch_20220828-042713_89,Perf_class_20220828-042713_89,KGFv-KkZ4,2
tch_20220828-042713_88,Perf_class_20220828-042713_88,3eT9-Q38R,2
tch_20220828-042713_90,Perf_class_20220828-042713_90,yHrb-jM38,2
tch_20220828-042713_91,Perf_class_20220828-042713_91,6Tra-Td3N,2
tch_20220828-042713_92,Perf_class_20220828-042713_92,W6AP-K26a,2
tch_20220828-042713_93,Perf_class_20220828-042713_93,G3FW-qd78,2
tch_20220828-042713_94,Perf_class_20220828-042713_94,kWKP-6ctN,2
tch_20220828-042713_95,Perf_class_20220828-042713_95,Vc6Y-cWMK,2
tch_20220828-042713_96,Perf_class_20220828-042713_96,DAPm-V64L,2
tch_20220828-042713_97,Perf_class_20220828-042713_97,3A7t-3u47,3
tch_20220828-042713_98,Perf_class_20220828-042713_98,gUvM-apah,3
tch_20220828-042713_99,Perf_class_20220828-042713_99,pRkV-pP7m,3
tch_20220828-042713_100,Perf_class_20220828-042713_100,G82b-8MVy,3
tch_20220828-040446_1,Perf_class_20220828-040446_1,rQu7-3D4A,3
tch_20220828-040446_2,Perf_class_20220828-040446_2,TJMK-7cQp,4
tch_20220828-040446_3,Perf_class_20220828-040446_3,BMrD-c6BL,4
tch_20220828-040446_4,Perf_class_20220828-040446_4,2y43-h796,4
tch_20220828-040446_5,Perf_class_20220828-040446_5,XvP2-jGgj,0
tch_20220828-040446_6,Perf_class_20220828-040446_6,P3pP-28pC,0
tch_20220828-040446_7,Perf_class_20220828-040446_7,yTiW-9jvq,0
tch_20220828-040446_8,Perf_class_20220828-040446_8,4PEo-6Hvk,0
tch_20220828-040446_10,Perf_class_20220828-040446_10,Zow9-q2CB,0
tch_20220828-040446_9,Perf_class_20220828-040446_9,Uy9Z-2d92,0
tch_20220828-040446_12,Perf_class_20220828-040446_12,AV6u-Ls63,0
tch_20220828-040446_11,Perf_class_20220828-040446_11,EVf3-onVu,0
tch_20220828-040446_14,Perf_class_20220828-040446_14,Poz8-6Nsv,0
tch_20220828-040446_13,Perf_class_20220828-040446_13,Hi6W-qd3b,0
tch_20220828-040446_15,Perf_class_20220828-040446_15,3Ce7-UcN2,1
tch_20220828-040446_16,Perf_class_20220828-040446_16,AiJC-xZoN,1
tch_20220828-040446_17,Perf_class_20220828-040446_17,4LyC-hz48,1
tch_20220828-040446_19,Perf_class_20220828-040446_19,N9Hp-Gt3U,1
tch_20220828-040446_18,Perf_class_20220828-040446_18,373M-WQ2Z,1
tch_20220828-040446_20,Perf_class_20220828-040446_20,A2Qs-e3BE,1
tch_20220828-040446_21,Perf_class_20220828-040446_21,X8q2-PEZf,1
tch_20220828-040446_22,Perf_class_20220828-040446_22,6J7Q-2NVL,1
tch_20220828-040446_23,Perf_class_20220828-040446_23,9b6G-wja9,1
tch_20220828-040446_24,Perf_class_20220828-040446_24,fm9z-sADp,1
tch_20220828-040446_25,Perf_class_20220828-040446_25,yRc4-cp7c,2
tch_20220828-040446_26,Perf_class_20220828-040446_26,t6K3-gxV8,2
tch_20220828-040446_27,Perf_class_20220828-040446_27,4qhH-AjY3,2
tch_20220828-040446_28,Perf_class_20220828-040446_28,Yg2b-7Kkg,2
tch_20220828-040446_29,Perf_class_20220828-040446_29,9Fb8-BaNg,2
tch_20220828-040446_30,Perf_class_20220828-040446_30,2gcU-24Uo,2
tch_20220828-040446_31,Perf_class_20220828-040446_31,qQ2Y-o62J,2
tch_20220828-040446_32,Perf_class_20220828-040446_32,Dec3-NP6W,2
tch_20220828-040446_34,Perf_class_20220828-040446_34,C3WN-gpVc,2
tch_20220828-040446_33,Perf_class_20220828-040446_33,KzX6-eQrL,2
tch_20220828-040446_35,Perf_class_20220828-040446_35,Gk3U-nU8E,2
tch_20220828-040446_37,Perf_class_20220828-040446_37,3b8j-v26W,2
tch_20220828-040446_36,Perf_class_20220828-040446_36,Pt3t-qkd8,2
tch_20220828-040446_38,Perf_class_20220828-040446_38,E78V-CQXV,2
tch_20220828-040446_39,Perf_class_20220828-040446_39,qCv7-DXnX,2
tch_20220828-040446_40,Perf_class_20220828-040446_40,6J9V-Ztiy,2
tch_20220828-040446_41,Perf_class_20220828-040446_41,YH8P-d2nt,2
tch_20220828-040446_42,Perf_class_20220828-040446_42,w4FH-aZu3,2
tch_20220828-040446_43,Perf_class_20220828-040446_43,97cn-6Ynx,2
tch_20220828-040446_44,Perf_class_20220828-040446_44,Z4BZ-J6E2,2
tch_20220828-040446_45,Perf_class_20220828-040446_45,4wZr-vzg3,2
tch_20220828-040446_46,Perf_class_20220828-040446_46,84Y8-JsY6,2
tch_20220828-040446_47,Perf_class_20220828-040446_47,J4BK-nB2A,3
tch_20220828-040446_48,Perf_class_20220828-040446_48,6ziL-84Gc,3
tch_20220828-040446_49,Perf_class_20220828-040446_49,jcvH-vc4x,3
tch_20220828-040446_51,Perf_class_20220828-040446_51,nafP-9ngR,3
tch_20220828-040446_50,Perf_class_20220828-040446_50,Q9gc-LHv2,3
tch_20220828-040446_52,Perf_class_20220828-040446_52,o3sb-mCzw,4
tch_20220828-040446_53,Perf_class_20220828-040446_53,vz4K-T276,4
tch_20220828-040446_55,Perf_class_20220828-040446_55,vqGU-PuCb,4
tch_20220828-040446_54,Perf_class_20220828-040446_54,Mswr-TmbR,0
tch_20220828-040446_56,Perf_class_20220828-040446_56,uKVe-L68o,0
tch_20220828-040446_57,Perf_class_20220828-040446_57,g3iZ-Hm6M,0
tch_20220828-040446_58,Perf_class_20220828-040446_58,T943-Nu87,0
tch_20220828-040446_59,Perf_class_20220828-040446_59,EA4t-ZdxZ,0
tch_20220828-040446_61,Perf_class_20220828-040446_61,kGkw-cQGx,0
tch_20220828-040446_60,Perf_class_20220828-040446_60,rkQt-Kvwh,0
tch_20220828-040446_62,Perf_class_20220828-040446_62,tnBF-d2Nq,0
tch_20220828-040446_63,Perf_class_20220828-040446_63,vz7A-79Un,0
tch_20220828-040446_64,Perf_class_20220828-040446_64,989u-9b4U,0
tch_20220828-040446_65,Perf_class_20220828-040446_65,n6t4-9mHc,1
tch_20220828-040446_66,Perf_class_20220828-040446_66,M96H-wQ3i,1
tch_20220828-040446_67,Perf_class_20220828-040446_67,863s-v9FR,1
tch_20220828-040446_68,Perf_class_20220828-040446_68,9zVd-FK2m,1
tch_20220828-040446_69,Perf_class_20220828-040446_69,VAds-B638,1
tch_20220828-040446_71,Perf_class_20220828-040446_71,WqVM-wWTU,1
tch_20220828-040446_70,Perf_class_20220828-040446_70,w7r6-sry3,1
tch_20220828-040446_72,Perf_class_20220828-040446_72,Cbr2-X9Ja,1
tch_20220828-040446_73,Perf_class_20220828-040446_73,6rGU-cucP,1
tch_20220828-040446_75,Perf_class_20220828-040446_75,dBJF-djds,1
tch_20220828-040446_74,Perf_class_20220828-040446_74,Hfnm-2sDx,2
tch_20220828-040446_76,Perf_class_20220828-040446_76,vk47-9nYJ,2
tch_20220828-040446_77,Perf_class_20220828-040446_77,AM6E-2ECf,2
tch_20220828-040446_78,Perf_class_20220828-040446_78,B9qG-2DMF,2
tch_20220828-040446_79,Perf_class_20220828-040446_79,nTuj-98oT,2
tch_20220828-040446_80,Perf_class_20220828-040446_80,34Hg-Yn7p,2
tch_20220828-040446_81,Perf_class_20220828-040446_81,3sK9-82sU,2
tch_20220828-040446_82,Perf_class_20220828-040446_82,moD7-m8d7,2
tch_20220828-040446_83,Perf_class_20220828-040446_83,Wzw6-7sZE,2
tch_20220828-040446_84,Perf_class_20220828-040446_84,xZHZ-KiC8,2
tch_20220828-040446_85,Perf_class_20220828-040446_85,Zu7B-aG64,2
tch_20220828-040446_86,Perf_class_20220828-040446_86,ZsVW-FQyP,2
tch_20220828-040446_87,Perf_class_20220828-040446_87,Axov-zWaA,2
tch_20220828-040446_88,Perf_class_20220828-040446_88,Y8EB-tNXp,2
tch_20220828-040446_89,Perf_class_20220828-040446_89,8G3M-v87f,2
tch_20220828-040446_90,Perf_class_20220828-040446_90,cALA-W6fP,2
tch_20220828-040446_91,Perf_class_20220828-040446_91,GpfG-QMBW,2
tch_20220828-040446_92,Perf_class_20220828-040446_92,L8fM-R2ah,2
tch_20220828-040446_93,Perf_class_20220828-040446_93,6p8C-UVw7,2
tch_20220828-040446_94,Perf_class_20220828-040446_94,489T-7oMz,2
tch_20220828-040446_95,Perf_class_20220828-040446_95,oqF7-on2f,2
tch_20220828-040446_96,Perf_class_20220828-040446_96,Lo9L-A2eT,2
tch_20220828-040446_97,Perf_class_20220828-040446_97,RY34-j8CA,3
tch_20220828-040446_98,Perf_class_20220828-040446_98,4ZLG-2Fs9,3
tch_20220828-040446_99,Perf_class_20220828-040446_99,B364-8X2Q,3
tch_20220828-040446_100,Perf_class_20220828-040446_100,X2LG-m7tT,3
tch_20220828-035316_1,Perf_class_20220828-035316_1,J7nt-qaFy,3
