extuserid,classcode,classid,invid,tchextuserid,category,pe_category,pe_end_index,category_type
std_HLQB-6HAn_1731319163082_35,68pY-wY23,d58c8e43-6318-421c-b8f2-51e2818f6c8c,cadbd48e-7acc-4a26-b7eb-3810265778db,tch_L3_20241119-145753_5,L3,l3pe,5,L
std_6KLT-Ar2z_1731320007389_95,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,ae6c7391-6bb3-4e88-ad49-2df32bd0f758,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_fJEu-gi2e_1731318955636_24,o9Cp-Ucn2,f91c3dee-a5de-4b42-9332-108776f17a78,fce5cd86-b47e-419b-8d9c-f7e90a498b68,tch_L2_20241119-154312_4,L2,l2pe,5,L
std_87Mu-9p94_1731320031741_94,krPB-EQn3,f1830116-5418-4e0d-89bf-48cc50c36765,5ac3e9fc-aa66-4e0c-834a-d778b46335da,tch_H1_20241119-142553_13,H1,h1pe,5,H
std_EvUF-LxNz_1731318843649_16,KAQ4-rfZL,999e82a8-aba6-4200-b54d-75ca5ed83279,2b733f90-0b2e-47e3-8e70-b0745f153444,tch_L2_20241118-183612_3,L2,l2pe,5,L
std_FswK-VLzK_1732096066102_15,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,98877894-966b-4f1e-a408-f8ca17f625c5,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_zi47-Q6RG_1732086626466_16,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,5154c7e9-136e-4858-8806-047580af247f,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_fJEu-gi2e_1731318976425_24,rPX9-hw7p,1470b40c-d54b-4de5-84ff-b338abbb1793,aa3e08c1-a9f8-4529-937d-82f42f8a0c84,tch_L2_20241119-161702_3,L2,l2pe,5,L
std_HMeu-mgzy_1732090711729_90,4nm9-Gde7,c4d178f1-c332-4c3e-ae63-ec539fb69958,59d0f740-415a-4ea7-abbe-3c788c624030,tch_L7_20241119-101959_6,L7,l7pe,3,L
std_6MKd-8QHY_1732090663327_16,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,9b3ac5f6-932a-43a7-80a4-547c5189f316,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_Var9-fZj2_1732087720213_90,s8F3-KJDc,547df803-ad5c-4542-9f4f-fb97f5b7f3b2,167c4b0d-be7c-4f83-98c8-af9ebbe5413a,tch_L7_20241119-164807_6,L7,l7pe,3,L
std_63rB-uWLK_1731318964418_30,8sBn-sbBk,faafbad8-9be4-476c-83b0-f812a17c049c,8b88e914-6ec9-4c0b-9566-1467fcaff7cb,tch_L2_20241119-152307_4,L2,l2pe,5,L
std_6MKd-8QHY_1732089680902_16,Cp7r-89zT,bfc80ee7-fb8a-4ec9-9539-0734debf6712,50838def-84ae-4be3-9400-2d185a0f7e63,tch_H1_20241119-161702_13,H1,h1pe,5,H
std_bxEn-4UHC_1731319034769_33,BC4P-6x4j,409ed3a6-3c2d-4e41-b121-55b2afc0af4e,77fd5173-529c-424c-8666-f088c4c56463,tch_L3_20241119-161702_5,L3,l3pe,5,L
std_ti98-TrV7_1731319988561_89,7qBa-LX2Y,97be596b-90ba-4794-b04e-082c50055f1d,0f291f10-4826-4382-8210-636e2f7df827,tch_M5_20241113-104900_12,M5,m5pe,5,M
std_aet4-BizX_1731319495490_62,n2ua-8byg,f53139a8-00b7-4147-a6b3-65796caa819c,1907c0c6-d015-4855-b1f4-3f6dd2f31889,tch_L9_20241119-171846_9,L9,l9pe,4,L
std_KtRH-kMD6_1731318721260_13,kRed-b2fp,fddb6751-5891-4575-a20b-7866e3ecea27,1921ef91-e6cf-43c4-afff-73635733d761,tch_L1_20241119-171846_1,L1,l1pe,4,L
std_WAxN-7aYM_1731319806535_76,ZdMQ-M6Hr,191645e7-3699-42cb-abde-701124ae3f12,164253ff-f5a7-4019-8a00-8b2f3584235b,tch_M2_20241119-142553_10,M2,m2pe,5,M
std_zi47-Q6RG_1732086756555_16,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,48f5b76f-2c2b-40d6-a32f-52c071de6fc8,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_a3vG-4AUs_1731318645456_7,Jh34-MTRa,508155f1-fd8d-41b8-b642-40598a7212bf,69a4aa5c-9761-484f-bc91-0f2364460349,tch_L1_20241119-101959_1,L1,l1pe,4,L
std_qVqg-7ZyK_1731318609036_1,epJ9-kr2s,bca84958-22f6-456d-98ff-b79a179b8c20,53b5b162-5589-4a00-89d8-25c542c174d7,tch_L1_20241119-101959_2,L1,l1pe,4,L
std_KxVa-TGv3_1731319720840_75,kv8G-Xe7F,e15596ec-3b90-4387-8a47-1605f885549e,4875a1ee-a7da-4d80-a750-5a8d192663af,tch_M2_20241113-100225_10,M2,m2pe,5,M
std_KxVa-TGv3_1731319732619_75,C7yi-MotN,ae88bf5f-3b0b-45aa-a51b-662a67b83a95,b6aad394-eb2d-46c4-ad2e-058f5519a1dc,tch_M2_20241119-154312_10,M2,m2pe,5,M
std_6N9p-AKGL_1731318975182_29,MFBr-4bmJ,95229bd4-a1ff-41bc-b958-ec632a6badda,b111a216-2648-4ca9-b98e-4eef84701494,tch_L2_20241119-154312_3,L2,l2pe,5,L
std_fJEu-gi2e_1731318897673_24,PBZ3-ED7Q,752d127e-02ac-4ab2-8574-62e68b528704,f1be8d21-559d-4ae4-8422-b7655c25e4e3,tch_L2_20241119-101959_4,L2,l2pe,5,L
std_WAxN-7aYM_1731319664237_76,tCRL-DWHB,42e91c71-d594-4079-8d94-a7c34fa6a283,4108e5db-423c-45f3-b715-7695cdce3175,tch_M2_20241119-101959_10,M2,m2pe,5,M
std_iBNY-s9NR_1731319577983_64,wn9x-c8UF,b5dd0605-8d7f-4519-af99-c1f0a03c7c7c,45e1b37e-2068-40ec-b8c4-9427c29d7135,tch_L9_20241118-183612_9,L9,l9pe,4,L
std_6TPi-vWQ3_1731319589691_63,k4Ec-bFVv,296107ec-b6c2-47b7-a787-3dc26bb9a3e3,cd9163b9-1a2c-4da3-9111-aa62ccf4d44e,tch_L9_20241113-100225_9,L9,l9pe,4,L
std_6hdA-yD8h_1732099205676_15,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,61bc9b48-d63a-487e-beac-7d9589e25827,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_z64G-sZYn_1732089617147_15,ACXT-cGR7,b6eabcb0-e32e-4846-bcf4-811b4e62c988,b4124ff6-fc42-46c2-a1e2-4889778c8b3a,tch_H1_20241119-154312_13,H1,h1pe,5,H
std_ba4d-8r3W_1731318649594_5,Z9m6-nydU,80d8372c-cee7-4606-b82a-bc8db37759fa,f6cfddb6-1c5b-4a02-b1bb-ebee45ed7706,tch_L1_20241119-154312_2,L1,l1pe,4,L
std_2VFf-N3Ct_1732096863502_87,Zgcb-DrHB,b6f6351e-ca77-4698-84b0-fd20db82f8b5,b11cd45c-8da1-41d8-bb28-2aaacabd9de4,tch_L7_20241119-142553_7,L7,l7pe,3,L
std_iBNY-s9NR_1731319514370_64,zgjm-W3f6,b99ee33b-da20-44a1-8f9d-ceaabb3fbcec,d4b43821-463b-4691-93f6-c43261590ffd,tch_L9_20241113-104900_9,L9,l9pe,4,L
std_mwbC-oa84_1731318812102_20,t9Lk-cq3G,270e9ab7-e145-4718-b14a-84c5265b0457,8078cec2-5d02-45a0-a437-d53671d99305,tch_L2_20241119-171846_3,L2,l2pe,5,L
std_87Mu-9p94_1731320050409_94,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,6e29ad7c-fd7c-4b70-a87a-6ce5761d75d7,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_3AX2-9fHB_1731319940841_93,Zj98-pcHb,c99a71c3-1e8c-4733-af13-8de3e97bffdf,865283e6-ef59-4b66-8131-eb544cb71e87,tch_M5_20241119-152307_12,M5,m5pe,5,M
std_WAxN-7aYM_1731319765323_76,QE4u-p748,06756755-ee1c-4b27-a7e2-dcb84bc05c57,e7720c28-8133-4b4a-b1d7-f521b7317799,tch_M2_20241119-164807_10,M2,m2pe,5,M
std_e8MG-XtEg_1731318942996_21,c78M-RTD8,fe503270-7377-4adf-af84-2308effc111c,e4999f92-c0a1-4a74-bed0-b6add5475753,tch_L2_20241119-135502_4,L2,l2pe,5,L
std_87Mu-9p94_1731320115587_94,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,f1b817ff-2045-4141-8d09-29d542c7ce28,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_Tj2P-Wy47_1732086885237_52,hjeU-9hcp,2640aac0-5814-4ae3-b7aa-4a7cb36b496a,12ab87f8-d8bc-433b-beb6-754267933812,tch_L3_20241118-183612_5,L3,l3pe,5,L
std_UCuE-b6Ci_1731319621449_74,kv8G-Xe7F,e15596ec-3b90-4387-8a47-1605f885549e,00b0f317-8124-48e7-9930-6bf9c39f981f,tch_M2_20241113-100225_10,M2,m2pe,5,M
std_M9Tn-upJm_1731319352522_54,yRC3-4nbY,285bc923-d2fe-4246-a6cf-b15636e1947a,89135002-3a66-4840-8b85-38f9a1393fa3,tch_L8_20241119-142553_8,L8,l8pe,4,L
std_e6i4-f9Br_1731319340042_52,GNtZ-AenJ,da2c354d-0bbb-4ea1-a2b9-329f54ab8cbf,5a9a2318-05ca-4775-a971-79297caeb8d8,tch_L8_20241113-104900_8,L8,l8pe,4,L
std_4t7B-aGt2_1731320050362_87,zhyk-NP2X,cb6bedd7-5d8e-4fd6-b0c2-5d83c3a8a694,b7b98816-3b0e-4bc3-83b5-9003622a05d5,tch_M5_20241119-154312_12,M5,m5pe,5,M
std_EvUF-LxNz_1731318846696_16,PBZ3-ED7Q,752d127e-02ac-4ab2-8574-62e68b528704,098343ae-25e9-4ff7-a19f-8f4137a63177,tch_L2_20241119-101959_4,L2,l2pe,5,L
std_eki9-7vB2_1731318597540_6,N4h3-Vwy9,1df9c30d-3fdc-4c72-97e2-d451f9431092,4ee9aaff-d820-44d5-896a-8bde6f5fdefc,tch_L1_20241119-152307_1,L1,l1pe,4,L
std_eiv4-yMxM_1732096973738_95,Uksb-3odV,23a45771-ef09-4407-b8cd-e6c96bb5a6a2,5c087caf-6fed-488c-83c0-5a865a26e783,tch_L7_20241119-095105_6,L7,l7pe,3,L
std_qVqg-7ZyK_1731318622640_1,Jh34-MTRa,508155f1-fd8d-41b8-b642-40598a7212bf,45a0d7c4-8152-45c3-8f41-0cf19041ee65,tch_L1_20241119-101959_1,L1,l1pe,4,L
std_atZK-9nuv_1731319797900_82,kDMt-L38m,7cbb31fb-f558-435a-a5a2-33ba2d9d8de8,0e378a86-1556-427a-9409-1daa784b8dfa,tch_M3_20241119-154312_11,M3,m3pe,5,M
std_os4Q-6Xjh_1731319274237_50,7dQh-geKc,d3252fda-ece0-4abb-b2a6-53675f055dd9,17b2d9c2-4fa8-40d4-9bc7-e0296e59cf75,tch_L7_20241118-122352_7,L7,l7pe,3,L
std_4B9A-34U2_1732090995904_97,4nm9-Gde7,c4d178f1-c332-4c3e-ae63-ec539fb69958,cd7a2904-5ce1-42eb-81f3-0f88154044e0,tch_L7_20241119-101959_6,L7,l7pe,3,L
std_3947-io2T_1731319574791_66,jRzr-YhG7,bf8935cc-8ffd-461b-8952-4038a0c9ab52,fbf2ad08-c7d2-48eb-ab04-23285dce4a63,tch_L9_20241119-101959_9,L9,l9pe,4,L
std_6MKd-8QHY_1732090531597_16,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,6c881002-8ab3-4843-834c-bfa63b2d791e,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_6hdA-yD8h_1732099662623_15,7mNG-Fo3Z,68147075-1187-47f4-9be3-7b7b8c5973cc,eed1ec69-ed6a-4a7a-a855-c84ff7185c9f,tch_H1_20241113-104900_13,H1,h1pe,5,H
std_3g6r-jLaQ_1732096798093_97,jt62-V846,10ede15f-cb4a-457a-8ec2-b8295d19cea0,0220cee9-2109-475e-bf51-703675a60572,tch_L7_20241118-183612_6,L7,l7pe,3,L
std_FswK-VLzK_1732097111630_15,VCb9-eA4b,e5f3c29c-41f5-466a-b2f3-4a2e79027ac8,43efa588-a06b-4a4f-9a5a-5399ce4e23f9,tch_H1_20241119-152307_13,H1,h1pe,5,H
std_HLQB-6HAn_1731319093833_35,RfDV-u4uc,bccf3c0b-27f3-4bad-8cce-32fc96f86aea,bf38bc1b-755d-4f23-83ab-7252d3e9a1da,tch_L3_20241119-101959_5,L3,l3pe,5,L
std_kHis-FPa7_1731318850079_22,7Gk7-4nD6,683921f5-2453-4348-813f-9cb8a681d27b,ebec8071-9f1b-4769-ad59-6560ecbbc345,tch_L2_20241119-145753_4,L2,l2pe,5,L
std_RE4K-b4b4_1731318869893_17,6sPU-r236,b13c6f26-bab3-442b-9391-50e73f846298,d20cf087-fc72-46e6-81a0-bfd0ca6b02d8,tch_L2_20241119-095105_3,L2,l2pe,5,L
std_p8Qz-smz9_1731319374580_57,8sta-4s8N,f8ef5d88-728f-4e37-b070-4f2ae445022d,876c0d05-e453-4409-bf71-54562314fccf,tch_L8_20241119-095105_8,L8,l8pe,4,L
std_6hdA-yD8h_1732099140939_15,zU8r-V27H,11335be7-b839-436b-9765-a8b4348106bf,ab46b388-18e1-4da8-9185-7ca1d2713653,tch_H1_20241118-124931_13,H1,h1pe,5,H
std_qVqg-7ZyK_1731318616819_1,NJ2v-Ea2m,f1d788e8-f4b7-42da-8a57-44e67f9eeb6f,32a469ad-5813-4bf6-97eb-3a11927ea83d,tch_L1_20241113-100225_2,L1,l1pe,4,L
std_6N9p-AKGL_1731318978053_29,f9pd-bVH2,3e1ac6e4-085a-4d8e-9bfb-9372fe56dd3a,9b6a0671-b34d-42c7-9562-09507150b7df,tch_L2_20241113-100225_3,L2,l2pe,5,L
std_EbqY-Ri9f_1731319548761_68,uV3t-p6v7,08c728b5-76e2-45ed-807e-3e557277089b,4b67d8be-08fd-42d5-8723-367cc2943aa7,tch_L9_20241119-142553_9,L9,l9pe,4,L
std_z64G-sZYn_1732091125813_15,nQBZ-nUwb,ac95277c-2302-4feb-9572-8a7a3eb71108,0f00c3f9-b80e-4d43-b2b8-1ea2d5e00288,tch_H1_20241119-145753_13,H1,h1pe,5,H
std_a6YZ-7Rdh_1731318650398_2,kRed-b2fp,fddb6751-5891-4575-a20b-7866e3ecea27,3c60242e-6edc-48e4-b771-79bf82333819,tch_L1_20241119-171846_1,L1,l1pe,4,L
std_mwbC-oa84_1731318884565_20,8zgW-Dak7,24833590-e73c-4dac-a086-1e1a421f045c,860f1054-a09a-46d3-aa05-87c7d333cf1a,tch_L2_20241119-161702_4,L2,l2pe,5,L
std_BoZf-jUte_1732087345931_82,6TFt-kezY,bb31b457-12e1-4643-b27a-c0cf49ecce7e,60b977dc-e382-4b96-a9a4-82d92a8dac85,tch_L8_20241119-164807_8,L8,l8pe,4,L
std_mi2w-Gu2w_1731318934071_25,8sBn-sbBk,faafbad8-9be4-476c-83b0-f812a17c049c,7a2f978e-c096-4af7-a51e-d6582e81976b,tch_L2_20241119-152307_4,L2,l2pe,5,L
std_87Mu-9p94_1731320113615_94,sTqX-3hpj,4409e200-36fc-446c-817b-68260a296a87,23cf7569-bbb2-48b8-90b9-ad42d5451ae7,tch_H1_20241119-095105_13,H1,h1pe,5,H
std_WKvE-FdR4_1732091162387_94,7dQh-geKc,d3252fda-ece0-4abb-b2a6-53675f055dd9,937ccd5f-afeb-4c8f-9271-0f05082f8e50,tch_L7_20241118-122352_7,L7,l7pe,3,L
std_bxEn-4UHC_1731319123269_33,Z3Ln-vAve,9399d1df-fd40-42b0-8a1e-8d4444d04e60,3bd17b32-347c-44e8-9df4-2f94787015a9,tch_L3_20241118-122352_5,L3,l3pe,5,L
std_6Nwg-fur6_1731319898005_80,9YoF-N3hr,4de34c71-1a02-46e1-955c-0bda3bb6a679,b43588fe-1aa0-4a3d-869d-36e0c94146d3,tch_M3_20241119-095105_11,M3,m3pe,5,M
std_73GK-PwZJ_1732090991414_96,dT8e-6Cgo,66645fa4-c02b-44ef-a5eb-3acbd97bd57f,26747f77-fc40-4748-8127-b544962e01eb,tch_L7_20241118-124931_7,L7,l7pe,3,L
std_Y8yZ-CDdq_1731319110292_32,8tgY-sx3v,e73d9d9f-1488-4a30-ba83-11d959aabeb4,887dc22a-9673-4fb2-b3aa-5b525ed4a91d,tch_L3_20241113-104900_5,L3,l3pe,5,L
std_RE4K-b4b4_1731318850232_17,8PL7-fYD2,892e9e82-32d2-46cf-a07b-b65c0109a260,65d2d11c-6ede-4b8c-a10e-caa61b260bcc,tch_L2_20241119-145753_3,L2,l2pe,5,L
std_fj28-ZB4R_1731318962297_27,PBZ3-ED7Q,752d127e-02ac-4ab2-8574-62e68b528704,f6f8f2e6-637e-480a-83e0-04a86dbf36d2,tch_L2_20241119-101959_4,L2,l2pe,5,L
std_Zd4s-tMy3_1731319355619_56,6TFt-kezY,bb31b457-12e1-4643-b27a-c0cf49ecce7e,52af91b5-1131-4525-9df0-0b78972e56fe,tch_L8_20241119-164807_8,L8,l8pe,4,L
std_sQdn-Y7H4_1731319583329_69,n2ua-8byg,f53139a8-00b7-4147-a6b3-65796caa819c,fae329c2-16c4-4d09-981a-c1567f2b07f3,tch_L9_20241119-171846_9,L9,l9pe,4,L
std_9vFU-V4Yo_1731319373352_55,b6tC-T67e,d92d8866-402b-4102-afb6-a165c5983bdc,67cbd98f-a302-4278-85fd-6e92b3fb5ec8,tch_L8_20241118-183612_8,L8,l8pe,4,L
std_7QFD-dgEN_1731319867675_81,CY97-42B8,70e964f0-23e7-479e-b255-4974b4922645,0e5521e2-80ca-4019-bad3-8fc2acce2499,tch_M3_20241119-135502_11,M3,m3pe,5,M
std_Vd8q-hHF2_1731319237270_48,4nm9-Gde7,c4d178f1-c332-4c3e-ae63-ec539fb69958,d681843b-90cf-48ec-a5c3-9f2ba234ad00,tch_L7_20241119-101959_6,L7,l7pe,3,L
std_Y8yZ-CDdq_1731319042826_32,68pY-wY23,d58c8e43-6318-421c-b8f2-51e2818f6c8c,3b547bb6-4084-4d94-bd05-29cc603a8f4f,tch_L3_20241119-145753_5,L3,l3pe,5,L
std_89Ey-8VXY_1731319691322_77,kv8G-Xe7F,e15596ec-3b90-4387-8a47-1605f885549e,6e36d005-93a8-4f83-be78-81c033f81063,tch_M2_20241113-100225_10,M2,m2pe,5,M
std_3947-io2T_1731319517635_66,W3h2-fD2H,76d1724f-e638-4628-8c26-8666e2cab607,e06df398-3852-4b2c-be5d-b4592246abd5,tch_L9_20241119-145753_9,L9,l9pe,4,L
std_FadJ-xj97_1731320030966_92,Zj98-pcHb,c99a71c3-1e8c-4733-af13-8de3e97bffdf,20b29a58-faab-4bb2-b52c-cfee5c79a8c0,tch_M5_20241119-152307_12,M5,m5pe,5,M
std_tmpQ-2cuA_1731318693028_12,kRed-b2fp,fddb6751-5891-4575-a20b-7866e3ecea27,ebd789a1-dfde-4da8-9279-136a9d57e100,tch_L1_20241119-171846_1,L1,l1pe,4,L
std_3u9W-Fw2g_1731318837178_19,x4hW-qWRJ,f8ee58e6-8b78-4584-a942-a2b94acea8f9,25e7bb64-17eb-422e-bf6e-bccd06434cbf,tch_L2_20241119-142553_3,L2,l2pe,5,L
std_mwbC-oa84_1731318911614_20,7Gk7-4nD6,683921f5-2453-4348-813f-9cb8a681d27b,e3690a13-6978-4847-b6fa-8ea48d8e1adc,tch_L2_20241119-145753_4,L2,l2pe,5,L
std_EbqY-Ri9f_1731319597305_68,zgjm-W3f6,b99ee33b-da20-44a1-8f9d-ceaabb3fbcec,2d161b47-2996-4aa4-95c6-abca62b0ac2a,tch_L9_20241113-104900_9,L9,l9pe,4,L
std_6KLT-Ar2z_1731320102720_95,Cp7r-89zT,bfc80ee7-fb8a-4ec9-9539-0734debf6712,ae10acea-c1b8-4370-80ee-34339e4e2009,tch_H1_20241119-161702_13,H1,h1pe,5,H
std_8VBe-Lb8B_1732087482240_15,Cp7r-89zT,bfc80ee7-fb8a-4ec9-9539-0734debf6712,3d461498-b482-4a1e-b444-e9f354afc6f1,tch_H1_20241119-161702_13,H1,h1pe,5,H
std_3u9W-Fw2g_1731318802370_19,PBZ3-ED7Q,752d127e-02ac-4ab2-8574-62e68b528704,996f1846-9aad-43b7-b4c4-a710ce3a022a,tch_L2_20241119-101959_4,L2,l2pe,5,L
std_zi47-Q6RG_1732087800827_16,i43W-64G7,1c93d38b-f9e2-4958-8550-25682e4565de,6a007285-1886-4fd8-810d-49ee01bfd3a4,tch_H1_20241119-101959_13,H1,h1pe,5,H
std_RLN9-vEdF_1731318870585_23,rQtk-q3ju,17bc23aa-1685-44a8-9c43-a87f83cbcce0,0fa5f6d6-dbc4-4829-9252-9ba8b23d7c95,tch_L2_20241119-135502_3,L2,l2pe,5,L
std_7enP-z6KG_1732086998403_54,68pY-wY23,d58c8e43-6318-421c-b8f2-51e2818f6c8c,fce7abd3-d9b4-4920-abfc-2dd03805551a,tch_L3_20241119-145753_5,L3,l3pe,5,L
std_HMeu-mgzy_1732090972080_90,wiUr-ksfp,48187ff2-0697-42d4-b960-37ad66b35c31,e633a2f5-26f4-4a51-8bd2-bc1da48ef28e,tch_L7_20241113-104900_6,L7,l7pe,3,L
std_7enP-z6KG_1732087196199_54,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,5e81a41c-4e5e-44b4-904c-87821d3fab38,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_aj2h-d4A7_1731319106069_31,V6cB-9N8r,6448cb40-6e91-4515-baf9-cf797abcbf0b,95ccbbc8-5dfb-45b9-9586-11d369a0e86b,tch_L3_20241119-142553_5,L3,l3pe,5,L
std_zi47-Q6RG_1732087085069_16,7mNG-Fo3Z,68147075-1187-47f4-9be3-7b7b8c5973cc,501ae058-e26f-483c-bd55-7476a3f01c81,tch_H1_20241113-104900_13,H1,h1pe,5,H
std_3947-io2T_1731319547367_66,jRzr-YhG7,bf8935cc-8ffd-461b-8952-4038a0c9ab52,15742b16-2b41-4a35-9a0e-15c99524c5db,tch_L9_20241119-101959_9,L9,l9pe,4,L
std_a3vG-4AUs_1731318696526_7,v69a-F7eH,7cab2c91-a795-4aab-a1b6-dd28b2e409e7,a5e24d75-b807-4ede-9fde-48330ac1f9b2,tch_L1_20241118-122352_1,L1,l1pe,4,L
std_RLN9-vEdF_1731318932680_23,x4hW-qWRJ,f8ee58e6-8b78-4584-a942-a2b94acea8f9,a0972e41-9944-4db2-aaa2-c585d7d82b57,tch_L2_20241119-142553_3,L2,l2pe,5,L
std_qVqg-7ZyK_1731318649840_1,C79c-wBUQ,c2b960b6-916a-4c5e-b826-a7eb2bf9c478,5e1d7130-a94b-40fe-8200-60707b4436be,tch_L1_20241119-164807_1,L1,l1pe,4,L
std_e8MG-XtEg_1731318840435_21,8zgW-Dak7,24833590-e73c-4dac-a086-1e1a421f045c,76d8b64f-47ac-4272-bf71-62c0b9a6c74d,tch_L2_20241119-161702_4,L2,l2pe,5,L
std_Y8yZ-CDdq_1731319159867_32,xYH8-696V,e81dbbf6-edaa-475a-b8d6-b2ec5b52792f,293cbf82-61c7-4c9d-963c-2e2bcce86fea,tch_L3_20241119-135502_5,L3,l3pe,5,L
std_3M8e-g6Mv_1731319803385_79,9YoF-N3hr,4de34c71-1a02-46e1-955c-0bda3bb6a679,b07ff49a-31eb-4551-8571-fb4982258971,tch_M3_20241119-095105_11,M3,m3pe,5,M
std_ijus-74ZW_1731319957028_90,zs2k-M3AP,0c2f3fee-e8e2-4f7d-816b-2dad29132409,8c4bd5ee-1b14-4a77-8389-369a7d2ebdcf,tch_M5_20241119-101959_12,M5,m5pe,5,M
std_a6YZ-7Rdh_1731318563980_2,NJ2v-Ea2m,f1d788e8-f4b7-42da-8a57-44e67f9eeb6f,378e4f8c-6495-4a20-9877-c88958356723,tch_L1_20241113-100225_2,L1,l1pe,4,L
std_aj2h-d4A7_1731319047644_31,hjeU-9hcp,2640aac0-5814-4ae3-b7aa-4a7cb36b496a,2291a1dd-f40d-4ace-82b7-07af2bd11204,tch_L3_20241118-183612_5,L3,l3pe,5,L
std_RE4K-b4b4_1731318891444_17,7Gk7-4nD6,683921f5-2453-4348-813f-9cb8a681d27b,1037b54b-e086-4121-a3b4-81ade1c7493e,tch_L2_20241119-145753_4,L2,l2pe,5,L
std_R7zy-bQ7t_1731318689049_11,taVH-Qx4t,5c8fa49f-9522-4205-83d2-89df9581aa3b,08afd0fb-9263-4eac-96fb-912dcc058dea,tch_L1_20241119-135502_2,L1,l1pe,4,L
std_2VFf-N3Ct_1732096734184_87,J697-d9yJ,34995569-d5ff-4879-8d5f-72c289903ed8,0226a0d6-4ff3-4e1d-b1ac-9b1276ed5d61,tch_L7_20241119-154312_7,L7,l7pe,3,L
std_YMq3-Bp9J_1732087984972_99,978x-uB9s,71f6c89b-108c-4763-8963-88f698e676a0,2979f483-03e2-4ff8-ade0-2d9902d9a1fa,tch_L7_20241118-122352_6,L7,l7pe,3,L
std_aet4-BizX_1731319553223_62,V636-i2b9,2b065bc7-5a7f-4911-8c90-5ff01264f8fd,011e1254-929c-40fc-a17d-e1b77e86006f,tch_L9_20241118-124931_9,L9,l9pe,4,L
std_3u9W-Fw2g_1731318902290_19,MFBr-4bmJ,95229bd4-a1ff-41bc-b958-ec632a6badda,15b9a126-90c3-4b53-9586-9704e05c5ddf,tch_L2_20241119-154312_3,L2,l2pe,5,L
std_6N9p-AKGL_1731319012400_29,c78M-RTD8,fe503270-7377-4adf-af84-2308effc111c,ab05984a-7378-4ad0-81c2-101fce8f7974,tch_L2_20241119-135502_4,L2,l2pe,5,L
std_ZdqJ-z8tE_1731319259427_46,e49H-6rLT,39a8c0d0-ae4e-4c08-96c3-ca0a7406df56,d301d9f2-811b-4ec6-962d-4f7dead375ef,tch_L7_20241119-145753_7,L7,l7pe,3,L
std_mi2w-Gu2w_1731318883420_25,H9Zv-qXv3,1438e554-7cda-4814-89a7-857af4dd0bde,6881ff66-726d-4cdc-8898-a607eaaae7a5,tch_L2_20241119-152307_3,L2,l2pe,5,L
std_6TPi-vWQ3_1731319573039_63,V636-i2b9,2b065bc7-5a7f-4911-8c90-5ff01264f8fd,0d3a7630-68b2-48f3-b6f1-2ebe72234803,tch_L9_20241118-124931_9,L9,l9pe,4,L
std_EVRo-7Nmr_1731318783988_9,epJ9-kr2s,bca84958-22f6-456d-98ff-b79a179b8c20,bee1b2bc-f915-4878-8f35-17e6c3715ec8,tch_L1_20241119-101959_2,L1,l1pe,4,L
std_HLQB-6HAn_1731319063613_35,LgVF-r2Xx,d394458b-b34b-4bca-a581-f60e80a7fa7f,cfc59f65-448e-4f8c-ad33-f58b3189f220,tch_L3_20241119-171846_5,L3,l3pe,5,L
std_z9vr-hLsA_1731318556663_3,eNE6-si8g,576b3be1-1dff-456c-aecb-13458ae6ff34,98718861-8f7d-4364-856b-09f1c43cc08e,tch_L1_20241119-161702_1,L1,l1pe,4,L
std_a3vG-4AUs_1731318708255_7,7M3C-4Uzq,89149076-f33d-4423-9785-be1177588bfe,119f4472-57b0-4597-98a2-2a0aeaf4accd,tch_L1_20241119-142553_2,L1,l1pe,4,L
std_EvUF-LxNz_1731318775378_16,PBZ3-ED7Q,752d127e-02ac-4ab2-8574-62e68b528704,6aa980cf-2139-4fa0-b4b8-d65df9173b26,tch_L2_20241119-101959_4,L2,l2pe,5,L
std_ZMyA-x98R_1731318958529_26,DLan-b9AF,1d27b36b-3ac7-4f78-952c-716d406644dc,60df62dc-5991-4711-a05b-be48a13536d3,tch_L2_20241118-183612_4,L2,l2pe,5,L
